"","posX","posY","angle","X00.14.bf.b1.97.8a","X00.14.bf.b1.97.90","X00.0f.a3.39.e1.c0","X00.14.bf.b1.97.8d","X00.14.bf.b1.97.81","X00.14.bf.3b.c7.c6","X00.0f.a3.39.dd.cd"
"666",0,1,180,-39.4824849246382,-59.9416232517091,-50.1454545454545,-64.5571912697426,-62.1913123442752,-63.480052900163,-69.5909090909091
"667",0,2,180,-48.5968970306197,-58.9882048575949,-53.5545454545455,-59.3891555776645,-59.3683949397605,-60.180781885312,-68.3590909090909
"668",0,3,180,-46.9824849246382,-59.035162150291,-53.3909090909091,-61.5804299838329,-54.5579156336794,-59.8086871232723,-68.8545454545455
"669",0,4,180,-44.7471192782264,-55.9241928071481,-52.7636363636364,-59.4709006964308,-60.5539635642875,-64.2739351128852,-65.5363636363636
"670",0,7,180,-43.7615313842078,-59.9673560189196,-56.1909090909091,-49.7119559134436,-59.8842032173281,-62.9632325778177,-70.0727272727273
"671",0,8,180,-47.3423515760742,-61.7014283216001,-48.4727272727273,-50.4986118020147,-59.5456676670333,-67.2750857718258,-66.8454545454545
"672",0,9,180,-44.8478950205714,-51.1874534839741,-49.6272727272727,-57.4163552418853,-61.0399354421807,-65.462081918877,-66.5863636363636
"673",0,10,180,-46.0398021014323,-49.3215629994754,-54.7272727272727,-65.0758114662355,-67.4751123082372,-63.9410234533435,-68.2772727272727
"674",0,11,180,-48.1471192782263,-57.552592594852,-57.2472822826566,-63.125080835717,-65.8257056933907,-62.258629942055,-73.4909090909091
"675",0,12,180,-44.4423515760742,-51.7052596153455,-57.7090909090909,-64.1341717448079,-66.7826246885505,-68.7956260891062,-68.8896629979538
"676",0,13,180,-45.8281617176994,-59.8972957666858,-55.6818181818182,-63.5516229324711,-67.4860467500513,-68.7414451271353,-74.6305720888629
"677",1,0,180,-35.0633051165046,-59.6340350898598,-50.7090909090909,-59.9986118020147,-65.3919057294288,-63.1751429530431,-67.6045454545455
"678",1,1,180,-43.8289374600445,-58.9798653221248,-55.3727272727273,-64.0437010322099,-63.483016447021,-61.5700221690273,-70.8
"679",1,2,180,-43.2733940155473,-57.7276112012624,-53.5363636363636,-58.9794801641587,-56.633016447021,-60.7756611012962,-64.2363636363636
"680",1,3,180,-42.8449010507161,-60.4703987262235,-54.5636363636364,-55.5475889192886,-54.2336098321745,-62.5075364643316,-73.7545454545455
"681",1,4,180,-48.1793819552579,-62.6897076048364,-47.6,-55.3801377316254,-57.2699734685382,-63.158629942055,-70.3181818181818
"682",1,5,180,-46.4946061367594,-56.6173932317403,-48.2090909090909,-57.4975889192886,-63.5699734685382,-63.6978702257703,-65.7545454545455
"683",1,6,180,-50.6680728186568,-61.2203987262235,-48.8090909090909,-56.0657707374705,-58.254355322758,-62.9830832031933,-64.0896629979538
"684",1,7,180,-49.7951232983228,-57.1563866757767,-51.0909090909091,-50.8615905981843,-60.613647858532,-64.6415987828139,-68.1987539070447
"685",1,8,180,-48.0524041419419,-54.7314052821871,-48.2090909090909,-49.3350485014302,-60.8233321527765,-63.2084191051592,-67.6681818181818
"686",1,9,180,-52.223616263154,-51.4041325549143,-50.2909090909091,-60.2615175351324,-61.7845949757986,-64.0387221354622,-68.2818181818182
"687",1,10,180,-46.6238385107607,-52.2037568681039,-53.1272727272727,-62.5074104588981,-65.652258280985,-66.8512078401579,-69.9078448161356
"688",1,11,180,-50.1046587026271,-53.4844479894909,-52.5090909090909,-61.1072643327944,-65.5982313394349,-65.7677208511459,-70.2177429009061
"689",1,12,180,-46.0044364550204,-54.5268598276416,-53.6909090909091,-65.1068990175351,-65.8998213631082,-68.1478702257703,-68.2272727272727
"690",1,13,180,-44.0352566468868,-50.7726900599065,-57.0454545454545,-65.0849754383783,-68.622940394306,-68.2154767144818,-69.7863636363636
"691",2,0,180,-35.5733940155473,-62.2082651098287,-57.7772727272727,-61.7847562492227,-63.3347966024817,-62.0808390665292,-72
"692",2,1,180,-37.6461212882746,-55.1999627871793,-50.5,-60.688863325457,-60.8181933130775,-62.7978130445531,-72.1909090909091
"693",2,2,180,-42.0953455459295,-54.5847864634806,-47.8909090909091,-65.3121020395473,-58.7529784206635,-62.149020884711,-68.0727272727273
"694",2,3,180,-41.4133051165046,-57.4340350898598,-56.0909090909091,-55.3343909339634,-55.0409205858047,-61.5155338956991,-68.4681818181818
"695",2,4,180,-42.499891000475,-55.398422827117,-51.8727272727273,-56.0978081084442,-59.453571805817,-60.3864779987981,-67.3442084524992
"696",2,5,180,-42.9421293284675,-65.0722771602754,-54.9636363636364,-59.1982464867554,-60.5096957891401,-63.9024156803158,-67.7772727272727
"697",2,6,180,-42.8640808588497,-53.8723143730961,-50.9454545454545,-56.4482464867554,-60.8227387676229,-61.5984455552407,-67.1351175434083
"698",2,7,180,-45.4253899954508,-61.1885805444053,-47.2454545454545,-48.3438471583136,-61.6675999279239,-66.6080546125847,-60.6818181818182
"699",2,8,180,-51.9044364550204,-51.8586780094598,-54.3090909090909,-51.6441394105211,-59.0377635282495,-64.213807907288,-59.8818181818182
"700",2,9,180,-49.4109778894694,-48.0688959789819,-56.1636363636364,-58.1115905981843,-65.4876252788289,-63.8317502979654,-67.6871708120432
"701",2,10,180,-41.8978950205714,-57.2802782217559,-45.4681818181818,-61.8439932844174,-64.4675365506614,-61.1847520103871,-66.0351175434083
"702",2,11,180,-42.1198465509536,-53.8082651098287,-53.6,-66.3159168635742,-64.7540384364457,-62.5154195332646,-63.6818181818182
"703",2,12,180,-46.170400045692,-54.4143505244364,-54.3636363636364,-66.2073373958463,-63.3294676309952,-64.6995962141813,-70.5136363636364
"704",2,13,180,-45.9044364550204,-58.3063866757767,-55.1363636363636,-65.7663552418853,-68.3297585761242,-63.1112957525108,-77.0260266343174
"705",3,3,180,-43.1415758337291,-61.6613078171325,-46.7727272727273,-58.129845479418,-55.0561354782187,-57.2336585326636,-59.5545454545455
"706",3,7,180,-48.9701051317353,-58.6154775848676,-44.7090909090909,-52.9891555776645,-59.668786698231,-61.0257182825134,-58.7272727272727
"707",3,8,180,-50.790763758209,-61.7287382616936,-49.8818181818182,-55.8395939559756,-57.0318296767138,-65.1395654830456,-70.9975078140894
"708",4,3,180,-49.2453455459295,-65.6203987262234,-47.1272727272727,-58.6162821788335,-52.5527767939804,-60.6796884075885,-70.9260266343174
"709",4,7,180,-52.9791597076512,-58.6783625748832,-49.6636363636364,-49.8289687227957,-63.4794561360996,-60.779055896901,-64.6090909090909
"710",4,8,180,-53.2145616872381,-55.779113948504,-48.7,-57.3799916055217,-57.8357817461057,-60.8753537899389,-62.0181818181818
"711",5,3,180,-52.8508889904267,-66.8859507367325,-42.8272727272727,-57.0479542345479,-50.5600875476106,-55.9331403844105,-61.4636363636364
"712",5,7,180,-59.999891000475,-63.433283716239,-43.2090909090909,-50.2211198855864,-60.3073222485259,-58.8518403508455,-58.7078448161356
"713",5,8,180,-52.8875112075721,-58.3211500998442,-50.0090909090909,-48.8027919413008,-59.4233321527765,-61.8322970368271,-56.5045454545455
"714",6,3,180,-55.2259434901892,-68.7893319180261,-47.2545454545455,-54.3025727521453,-50.8203652270087,-55.410355930466,-61.7045454545455
"715",6,7,180,-56.9647476016698,-60.8908718780884,-42.8909090909091,-54.7025727521453,-61.4579156336794,-57.735959850545,-55.2681818181818
"716",6,8,180,-53.7262020709709,-63.833283716239,-49.4381913735657,-51.2343178709116,-59.1857817461057,-57.7524156803158,-53.4318181818182
"717",7,3,180,-59.2864768844453,-64.1692716657923,-46.0636363636364,-53.5307222360403,-56.5709586121622,-54.1944754301656,-59.3805720888629
"718",7,7,180,-54.8243920054991,-68.1518040084105,-45.2582009289495,-50.5985387389628,-58.8117035124673,-58.0848091916043,-58.9578448161356
"719",7,8,180,-55.7756122430575,-66.8457558066235,-48.9727272727273,-49.5524996890934,-56.3215519973158,-55.658629942055,-59.5636363636364
"720",8,3,180,-50.4504444952134,-66.8154775848676,-51.9363636363636,-57.803230319612,-55.8118677030713,-57.3341766809167,-54.6363636363636
"721",8,7,180,-57.8585374143525,-66.56773170573,-41.8291004644747,-50.6531572565601,-58.2670065427703,-54.4149013850115,-57.6727272727273
"722",8,8,180,-57.3233576823723,-64.4253198675793,-53.6836459190202,-47.6253730879244,-58.149216483059,-56.4449935784187,-60.7318181818182
"723",9,3,180,-52.9807111923414,-63.6495498875481,-52.3,-53.6709737594826,-54.2638494852151,-52.1336585326636,-60.8169357252265
"724",9,4,180,-52.6299354499963,-69.6438773725715,-47.6472822826566,-53.6889363885089,-53.3342032173281,-52.1751429530431,-60.4942084524993
"725",9,7,180,-57.7364768844453,-70.4116462911222,-47,-51.9031572565601,-60.0039635642875,-54.410355930466,-59.4181818181818
"726",9,8,180,-60.8021455611602,-67.2245684939585,-54.3545454545455,-49.6488309911703,-55.5851883609522,-52.9092052715254,-53.7818181818182
"727",10,3,180,-59.7062101873173,-69.1571380493975,-45.2636363636364,-52.8801377316254,-49.4652263873096,-53.2211156467507,-67.6712121212121
"728",10,4,180,-54.4526627227236,-69.3628105643741,-51.3909090909091,-53.3529380674046,-54.1529784206635,-53.2467195668297,-64.6727272727273
"729",10,5,180,-54.5693293893902,-68.6264469280105,-44.8090909090909,-57.4931165277951,-51.0253024400246,-51.8944754301656,-60.6272727272727
"730",10,6,180,-58.1150788488015,-62.4086780094598,-42.3090909090909,-56.1482464867554,-56.9205668536917,-55.1415987828139,-66.1727272727273
"731",10,7,180,-59.2008889904267,-72.2116835039429,-44.8,-51.9209006964308,-61.5105541782392,-54.634233862134,-57.6181818181818
"732",10,8,180,-59.9423152428992,-62.5863264235429,-43.4381913735657,-48.05748352195,-59.3197718418551,-55.8092052715254,-60.7396629979538
"733",11,3,180,-58.7981617176995,-71.8086407966391,-53.0090909090909,-57.462248165651,-53.5699734685382,-50.9171455216756,-65.5045454545455
"734",11,4,180,-54.7352566468868,-68.3181073925404,-52.1090909090909,-56.3662821788335,-51.5539635642875,-55.9893546461498,-68.2454545454545
"735",11,5,180,-59.1283839653061,-61.3491742007377,-50.5200095553838,-55.5524996890934,-61.212864341591,-54.4791130781182,-63.9272727272727
"736",11,6,180,-55.2016647327718,-70.0714885738339,-41.1818181818182,-55.9257384031837,-57.8079156336794,-53.9432675900077,-60.9545454545455
"737",11,7,180,-58.0266102330093,-69.5715257866546,-46.2181818181818,-49.5805030468847,-57.9966528106573,-51.6734741458493,-60.5636363636364
"738",11,8,180,-58.8471556114014,-69.452592594852,-52.1272727272727,-47.00748352195,-58.9537619376045,-55.1813000335651,-67.7090909090909
"739",12,3,180,-58.6008889904267,-73.6381676447741,-54.8472822826566,-56.2157707374705,-48.7148346288391,-48.9950507596359,-72.1202350868167
"740",12,4,180,-58.6733940155473,-70.6018412212312,-46.8363636363636,-54.156972080587,-51.9318296767138,-48.7768117602368,-69.2727272727273
"741",12,5,180,-57.0910586721657,-67.3317437561767,-49.4818181818182,-57.043116527795,-60.6211602388453,-55.7067502979654,-63.7396629979538
"742",12,6,180,-55.433519247765,-66.1571380493975,-47.7909090909091,-57.0170858724039,-59.2316395449264,-53.4392974649325,-66.8272727272727
"743",12,7,180,-56.2377697883537,-69.0328708166079,-47.5545454545455,-46.5253000248725,-55.0567288633723,-55.0052351464502,-64.5805720888629
"744",12,8,180,-60.1967880310946,-70.7719386862858,-51.3,-52.4262498445467,-60.2405288273342,-49.8983883740234,-61.9909090909091
"745",13,3,180,-53.7311556875547,-69.798422827117,-53.5454545454545,-53.9026458151971,-51.9284709924755,-52.9280196003947,-70.4818181818182
"746",13,4,180,-52.4364768844453,-67.2461314934339,-48.3909090909091,-57.5524266260415,-52.7023850355099,-49.2995962141813,-73.2181818181818
"747",13,5,180,-50.0008889904267,-69.5389190183949,-48.2454545454545,-56.0486118020147,-55.6573222485259,-50.8700221690273,-68.5078448161356
"748",13,6,180,-55.5890263590872,-67.1215257866546,-45.3272727272727,-59.0438471583136,-56.0061354782187,-53.6159948627349,-70.5351175434083
"749",13,7,180,-58.8271637277477,-68.7745312811378,-49.0909090909091,-48.3847562492227,-55.413647858532,-54.2417131452483,-69.4181818181818
"750",13,8,180,-60.0264243185776,-70.9518412212312,-54.7545454545455,-50.1852676905857,-59.2452644136671,-51.6166273734225,-63.5636363636364
"751",14,3,180,-56.0412445865974,-74.1124348775637,-54.8309282016768,-58.6257384031837,-50.438938803661,-57.1853273398574,-69.5598980847705
"752",14,7,180,-57.5033657987186,-67.891210352078,-49,-39.2262498445467,-56.7011982652028,-58.5314143959995,-69.6805720888629
"753",14,8,180,-54.3981172681781,-70.8813680693663,-50.1745550099293,-48.1079219002612,-56.4660213991463,-46.2552351464502,-59.9818181818182
"754",15,3,180,-62.8672970763117,-73.5040953420936,-54.4363636363636,-54.9754461509762,-51.0148346288391,-57.4774442709244,-74.6805720888629
"755",15,7,180,-55.0898021014323,-71.0495498875481,-50.0454545454545,-48.7848293122746,-59.0093040306696,-51.3688715100866,-67.4727272727273
"756",15,8,180,-60.8182950662635,-70.9495498875481,-48.9909090909091,-47.8162821788335,-56.9591024039866,-58.1262936119837,-65.55
"757",16,3,180,-62.6695153038219,-72.2923746253299,-55.0909090909091,-55.3665013679891,-46.2998098682126,-61.0291702593354,-67.5727272727273
"758",16,7,180,-57.3789374600445,-69.2150646852365,-48.1181818181818,-45.8846831861709,-52.0197718418551,-52.4802637370589,-72.0805720888629
"759",16,8,180,-58.5763879854026,-71.4593921702598,-51.4545454545455,-49.4979542345479,-58.8371701430959,-57.5188715100866,-63.1545454545455
"760",17,3,180,-61.6273859753544,-73.1745684939585,-48.0090909090909,-53.3623212287029,-55.893294126419,-53.6728416351617,-72.8169357252265
"761",17,7,180,-59.1599798995176,-71.1385433315845,-51.1454545454545,-43.9217774530531,-52.8478395809645,-58.8308390665292,-69.9805720888629
"762",17,8,180,-56.6771637277477,-71.254471028904,-52.1454545454545,-49.3390094515607,-51.5930924997359,-56.2513222025923,-74.2896629979538
"763",18,3,180,-59.6526627227236,-72.8537444638304,-56.5545454545455,-55.202718878249,-48.418585071548,-55.7972948963,-77.0520532686349
"764",18,7,180,-62.9783839653061,-70.8745312811378,-50.2200095553838,-44.8442855366248,-56.6506048800492,-65.0595697640998,-71.2272727272727
"765",18,8,180,-57.1089819095659,-74.0824951297975,-48.2090909090909,-45.5854868797413,-57.7642412436856,-62.4654767144818,-64.4
"766",19,3,180,-58.2915758337291,-75.4916232517091,-53.8272727272727,-55.8623942917548,-51.9632446051659,-57.5382611684263,-75.8805720888629
"767",19,7,180,-57.2382506167421,-74.4268226148209,-51.9272727272727,-51.8434087800025,-57.4233321527765,-60.2956260891062,-65.2636363636364
"768",19,8,180,-57.4847031521484,-77.4135619379949,-51.3909090909091,-47.0662091157816,-56.52392553793,-61.2581117938019,-70.1090909090909
"769",20,3,180,-60.5253899954508,-73.4885805444053,-56.1545454545455,-56.7805030468847,-49.9996197364252,-56.5364779987981,-74.2475078140894
"770",20,7,180,-65.7487840109982,-75.2389562312157,-55.8563731917475,-50.4075565850019,-55.2654280139927,-65.5366888356939,-68.6363636363636
"771",20,8,180,-64.1392486066939,-72.6055980893352,-53.9727272727273,-43.6759575923393,-52.6715519973158,-59.7058676571378,-73.3363636363636
"772",21,3,180,-58.1791597076512,-78.1624348775637,-59.1454545454545,-51.0763229075986,-47.6703652270087,-60.1655053050904,-75.2181818181818
"773",21,4,180,-62.6688485610019,-75.5692344529715,-59.3545454545455,-52.3581410894167,-49.549216483059,-63.3050814907716,-74.0363636363636
"774",21,5,180,-63.9649698492764,-78.6029682816624,-57.8109186462929,-50.7209006964308,-47.0836098321745,-62.6837157138809,-79.5923535835523
"775",21,6,180,-65.3963435358813,-76.4548467157144,-58.4181818181818,-47.2395208929238,-51.7776759806389,-64.1003251993303,-77.4387145045304
"776",21,7,180,-62.5242768235226,-75.4503012611689,-63.5272727272727,-42.3760306553911,-54.6624610882249,-65.1512078401579,-76.5351175434083
"777",21,8,180,-63.5847031521484,-77.6192716657923,-56.3727272727273,-53.8033033826638,-54.8334082054915,-60.1092624527426,-76.0664968079508
"778",22,3,180,-59.4678142378751,-71.7885433315845,-58.8200095553838,-52.9349023753265,-50.6442792700431,-59.6637507260708,-74.671481179772
"779",22,4,180,-59.0372526267904,-74.291210352078,-59.201827737202,-50.8441394105211,-47.7253024400246,-62.1814143959995,-74.7681818181818
"780",22,5,180,-64.5882142835671,-76.1605564435118,-60.1636363636364,-52.6349754383783,-50.6276759806389,-62.7791702593354,-80.1788870786318
"781",22,6,180,-67.5643031064564,-78.1256955543897,-60.3263827471313,-45.2030111304564,-53.9618677030713,-63.7270225971327,-81.0293259959076
"782",22,7,180,-63.4493375057366,-73.7650646852365,-57.6863636363636,-45.8170858724039,-55.2199734685382,-65.0186606731908,-76.2
"783",22,8,180,-64.5382506167421,-77.6915860388884,-60.1181818181818,-51.5940663474692,-54.7118677030713,-64.6783840929692,-73.8260266343174
"784",23,3,180,-63.8157455916215,-75.6897076048364,-57.5727272727273,-51.0665013679891,-48.234001590645,-61.3569611348612,-82.7805720888629
"785",23,4,180,-63.3619758794212,-76.2241928071481,-59.7909090909091,-52.1219235791568,-54.2917041027457,-57.8234169646321,-83.7909090909091
"786",23,5,180,-63.4016102330093,-77.8275739884417,-56.8727272727273,-50.6035956348713,-53.0476379542814,-60.6791130781182,-81.0491221654485
"787",23,6,180,-67.4574304248757,-78.2582651098287,-59.4909090909091,-48.6167936201965,-57.7873602748833,-61.9149013850115,-75.8702350868167
"788",23,7,180,-61.6662990863599,-75.4953801198131,-59.0363636363636,-43.8259575923393,-54.0994181097421,-61.6501715436517,-79.4975078140894
"789",23,8,180,-60.6153010964082,-68.2817437561767,-57.3636363636364,-45.3716313269494,-55.0258958251782,-61.4933247712249,-77.8074058988599
"790",24,3,180,-61.5653192629957,-71.8688959789819,-52.2363636363636,-54.7485387389628,-45.6919057294288,-63.7650550406901,-78.4702350868167
"791",24,4,180,-62.5208445409054,-71.3480471403066,-58.0545454545455,-53.7439202213655,-48.9664131576168,-60.7376286577388,-81.0689889938614
"792",24,5,180,-65.2857374752752,-76.3014283216001,-61.4363636363636,-55.2035956348713,-53.4606809327642,-62.0402944681946,-75.9987539070447
"793",24,6,180,-65.7415758337291,-75.6200230394131,-61.1109186462929,-55.530356920781,-49.4300495212531,-60.3024156803158,-75.6532993615902
"794",24,7,180,-69.5463435358813,-74.0480471403066,-56.3181818181818,-49.6390825146126,-56.4974363275983,-65.0791702593354,-76.4636363636364
"795",24,8,180,-64.6097213187359,-71.7434644729404,-56.9727272727273,-47.398465675911,-56.3310346648772,-62.2003251993303,-80.1987539070447
"796",25,3,180,-60.6880283691354,-74.3143133116157,-56.9,-58.0899592712349,-52.2298478945701,-63.8705403172804,-78.0123902706811
"797",25,4,180,-61.3036607126753,-73.0537196552832,-57.3090909090909,-50.8526458151971,-48.9867668897298,-60.0620247376598,-82.7722883554515
"798",25,7,180,-66.444088975196,-76.0771983016313,-59.0454545454545,-49.72559227708,-56.4104793060811,-63.3762936119837,-76.6545454545455
"799",25,8,180,-60.8508889904267,-74.8415488260677,-56.8181818181818,-45.262248165651,-53.3436858848895,-62.8876286577388,-77.7069669815841
"800",26,3,180,-61.9880283691354,-72.7135991508156,-58.5,-50.9398131451312,-48.6610726912347,-62.8853845210746,-81.6169357252265
"801",26,4,180,-58.6672970763117,-73.3760712412001,-58.1181818181818,-54.5353407536376,-48.8913123442752,-65.6216909762211,-74.6272727272727
"802",26,5,180,-64.2263879854026,-74.0980471403066,-60.0636363636364,-45.7852676905857,-51.1851883609522,-60.9524156803158,-78.1545454545455
"803",26,6,180,-66.7809879397106,-74.975658341569,-56.9272727272727,-47.9078488372093,-57.8112743179177,-66.5092624527426,-76.3293259959076
"804",26,7,180,-62.5748365007124,-78.0688959789819,-55.7545454545455,-48.3528650043527,-49.6982313394349,-66.0318360697912,-79.4793259959076
"805",26,8,180,-63.3781980508745,-75.6003012611689,-57.3272727272727,-41.680356920781,-50.1470445691278,-64.7223234869086,-78.0598980847705
"806",27,3,180,-60.6077253388324,-74.8987985139274,-53.7545454545455,-52.6349754383783,-44.609494162457,-64.008629942055,-79.1545454545455
"807",27,7,180,-60.0617899649895,-70.091210352078,-48.8181818181818,-43.956972080587,-54.488938803661,-62.5631753966005,-78.0454545454545
"808",27,8,180,-64.9216202832505,-79.1878291707845,-61.7563731917475,-43.0351946275339,-52.2822214351843,-67.4518689414541,-80.0681818181818
"809",28,3,180,-59.103882960282,-75.2798653221247,-61.7409090909091,-53.9895208929238,-44.5579156336794,-58.7949935784187,-80.2727272727273
"810",28,7,180,-65.0953455459295,-76.9847864634806,-56.0181818181818,-45.2258845292874,-49.8531685524509,-67.4393546461498,-80.2495610827243
"811",28,8,180,-64.7957900411429,-77.7953801198131,-56.8272727272727,-44.8668666832484,-52.0755040667077,-66.3757182825134,-80.0258853165736
"812",29,3,180,-60.7309334399481,-69.4267854020001,-59.7181818181818,-51.5076296480537,-48.2128528466954,-61.7547169981971,-80.6068181818182
"813",29,7,180,-67.2198465509536,-78.6253198675793,-51.6727272727273,-46.4674511876632,-51.9921073561119,-64.447898816379,-82.3962617211341
"814",29,8,180,-65.3614950510328,-77.2707744130338,-61.2181818181818,-47.2810875512996,-50.6511982652028,-63.2250857718258,-82.0979752723372
"815",30,3,180,-60.7119758794212,-74.2631862511845,-59.2824433531919,-52.0531572565601,-43.9446710285136,-62.4876286577388,-80.0747805413621
"816",30,7,180,-65.6117536318145,-77.1014283216001,-54.2909090909091,-43.6480272975998,-47.8138494852151,-68.562081918877,-78.4272727272727
"817",30,8,180,-65.1561556875547,-78.0245684939585,-57.1727272727273,-41.7397400820793,-49.2646330021561,-62.2752001342603,-78.7428210418001
"818",31,3,180,-60.7501132480816,-77.0052224025248,-59.1272727272727,-47.0123212287029,-43.9527767939804,-65.863807907288,-83.26070526045
"819",31,7,180,-70.0536607126753,-79.6529682816624,-58.9090909090909,-39.2986118020147,-43.1602891742937,-68.1671455216756,-79.1169357252265
"820",31,8,180,-66.4259434901892,-76.2408346652676,-57.7454545454545,-41.3712660116901,-48.5545569494411,-66.7512650213751,-78.6727272727273
"821",32,3,180,-62.8317091822931,-75.5075137362079,-57.2727272727273,-48.5799916055217,-47.878862750946,-65.1278087634989,-79.0495610827243
"822",32,4,180,-66.2910586721657,-73.3723143730961,-58.8454545454545,-46.2665013679891,-40.3885470451905,-65.9882039872091,-82.7702350868167
"823",32,5,180,-61.7135273641113,-74.0608949175014,-60.6636363636364,-47.6937740952618,-41.8397338154976,-67.539411827367,-85.0917162665886
"824",32,6,180,-65.2511112380334,-78.3472957666858,-58.4636363636364,-47.1034495087676,-56.0980297127519,-62.7717481574383,-81.6260266343174
"825",32,7,180,-61.6866910157056,-74.6234042207066,-58.6818181818182,-42.9528650043527,-40.0395321888145,-63.6134434147136,-80.5818181818182
"826",32,8,180,-65.4339819095659,-75.910519230691,-60.3636363636364,-36.6400323342868,-36.619570215172,-66.4715945017597,-80.0909090909091
"827",33,3,180,-61.7609778894694,-74.7461314934339,-57.1181818181818,-52.4256653401318,-41.2424991145824,-63.8518403508455,-79.7896629979538
"828",33,4,180,-61.2773859753544,-77.9628105643741,-55.401827737202,-47.0302838577291,-39.703571805817,-64.610355930466,-80.0351175434083
"829",33,7,180,-72.4415758337291,-75.7711500998442,-53.3090909090909,-36.9302838577291,-46.2658197724632,-66.9168382103183,-80.887439870603
"830",33,8,180,-64.3975637734397,-74.4749441807689,-56.1818181818182,-35.5173050615595,-47.8515900236733,-68.7762936119837,-75.1065987231803
"831",0,0,225,-40.4205920775012,-55.5683483081273,-54.6272727272727,-63.7813836517122,-61.8272545826742,-64.1018947633344,-66.4272727272727
"832",0,1,225,-40.9662772894473,-58.3865301263091,-50.9090909090909,-64.2722927426213,-62.0166525542012,-61.9667517572402,-71.7545454545455
"833",0,2,225,-43.1196250139333,-58.1414404945712,-56.9,-58.6791861116296,-59.2666465060017,-61.8655311269707,-67.2181818181818
"834",0,3,225,-41.6550363859297,-57.918713221844,-57.4727272727273,-58.9164271047228,-52.0383703979405,-64.1343232602873,-70.4909090909091
"835",0,4,225,-46.1335068432618,-55.1934315531001,-54.5545454545455,-60.9067512911455,-55.7908909463106,-61.1227910906574,-63.9863636363636
"836",0,7,225,-45.0736943362952,-60.5892510122713,-53.3181818181818,-52.2554311077925,-60.461587264663,-62.1464657450519,-67.2110805609801
"837",0,8,225,-48.3420348652049,-59.2217990215228,-47.4090909090909,-48.6778659282766,-57.2393737787289,-64.6873535633176,-63.8545454545455
"838",0,9,225,-49.6198704796255,-59.8312548443304,-47.5909090909091,-59.3275734760334,-62.3626087900499,-63.3449080482499,-67.3090909090909
"839",0,10,225,-49.9067102481727,-57.1692446255061,-51.4883612820845,-63.9463401987016,-66.1277643373345,-62.3334396965502,-66.8636363636364
"840",0,11,225,-51.6722659397443,-57.1012612310955,-50.9247249184482,-64.2324113828221,-63.6403832077169,-65.7770632966006,-69.6
"841",0,12,225,-45.0129295649612,-60.3403457534213,-57.4818181818182,-66.4214153858918,-67.5903832077169,-65.8797778057418,-66.4141108640104
"842",0,13,225,-45.6775181929649,-58.2190781355606,-56.1636363636364,-65.9372492896107,-66.7353340467107,-68.0798203510286,-73.6318181818182
"843",1,0,225,-36.4543147880539,-59.1403457534213,-51.9090909090909,-64.3168699313463,-63.2823077758134,-63.9258426663311,-71.2045454545455
"844",1,1,225,-36.3526409258109,-60.4376248674591,-54.6454545454545,-62.606308464522,-59.9843326819888,-66.2719075269204,-69.8641108640104
"845",1,2,225,-41.3971432068982,-58.2319846717637,-57.8363636363636,-61.3019133843569,-54.8828155144071,-62.3546092724756,-69.2141108640104
"846",1,3,225,-42.4892500278667,-62.7388860985546,-55.8636363636364,-56.8327038350652,-52.8338249433951,-64.9212972117856,-68.5181818181818
"847",1,4,225,-48.0301591187758,-64.3972471802122,-49.3727272727273,-57.3429728496464,-57.1626087900499,-62.9746220360616,-70.0545454545454
"848",1,5,225,-40.3782397908406,-61.616523739544,-45.7545454545455,-57.6596841100948,-59.3959441394498,-62.1734014057921,-70.6
"849",1,6,225,-48.6373306999315,-59.0927017256667,-51.7454545454545,-59.2661346524796,-57.7004895939952,-66.0961286785194,-65.6413835912831
"850",1,7,225,-50.3591057082915,-57.9271298001501,-53.9792703729936,-48.1398896563168,-61.481292298626,-62.9291674906071,-66.6818181818182
"851",1,8,225,-49.5818329810188,-61.6987068350788,-56.0545454545455,-50.3476603820546,-61.9030161905648,-63.6022318298668,-71.4232017731013
"852",1,9,225,-51.80121252926,-52.3292637858015,-51.3272727272727,-60.9444351108622,-61.2545333581465,-61.4564402178798,-65.9227272727273
"853",1,10,225,-50.0736943362952,-51.8865301263091,-50.5090909090909,-62.6110042934478,-62.534826308117,-67.1367432481828,-66.6136363636364
"854",1,11,225,-52.6550363859297,-54.3648975947319,-51.0909090909091,-63.0356366540145,-63.7843226016563,-62.8397522785698,-64.3090909090909
"855",1,12,225,-48.9681966173824,-59.9301601031804,-51.9727272727273,-65.7700952025387,-67.2848283241835,-68.8925093329978,-70.8545454545455
"856",1,13,225,-46.805988650297,-51.1278041309349,-56.5065431002664,-65.2217078381349,-70.1805367389349,-71.3504008844626,-69.9913835912831
"857",2,0,225,-32.4827852453861,-64.4116133712819,-54.7090909090909,-66.019359923672,-60.1716996991408,-61.9194662663814,-69.3818181818182
"858",2,1,225,-41.9262485071418,-61.9657939121107,-56.4272727272727,-59.5447275631054,-62.0656370770137,-62.3255694177288,-75.95
"859",2,2,225,-39.376089796414,-58.8996031524577,-52.7636363636364,-67.2733204737311,-57.9762451536863,-62.7064402178798,-69.3777472276467
"860",2,3,225,-45.2600579726588,-58.351427721041,-52.9818181818182,-56.6391543774501,-58.0908969945101,-61.3433928967348,-72.2454545454545
