"","time","posX","posY","orientation","00:14:bf:b1:97:8a","00:0f:a3:39:e1:c0","00:14:bf:3b:c7:c6","00:14:bf:b1:97:81","00:14:bf:b1:97:8d","00:14:bf:b1:97:90","00:0f:a3:39:dd:cd","nas","posXY","angle"
"1194","1140718412625",8.56,7.64,305.1,-52,-43,-54,-56,-56,-66,-57,0,"8.56-7.64",315
"1195","1140718413381",8.56,7.64,305.1,-61,-43,-53,-65,-58,-66,-52,0,"8.56-7.64",315
"1196","1140718414389",8.56,7.64,305.1,-60,-43,-53,-57,-58,-68,-56,0,"8.56-7.64",315
"1197","1140718414641",8.56,7.64,305.1,-61,-43,-55,-65,-56,-65,-51,0,"8.56-7.64",315
"1198","1140718415397",8.56,7.64,305.1,-60.5,-44,-52,-66,-56,-65,-51,0,"8.56-7.64",315
"1199","1140718415649",8.56,7.64,305.1,-49,-44,-53,-64,-56,-66,-52,0,"8.56-7.64",315
"1200","1140718416909",8.56,7.64,305.1,-60,-46,-53,-55,-57,-69,-51,0,"8.56-7.64",315
"1201","1140718417161",8.56,7.64,305.1,-49,-46,-54,-65,-57,-64,-56,0,"8.56-7.64",315
"1202","1140718418173",8.56,7.64,305.1,-50,-45,-54,-67,-57,-64,-51,0,"8.56-7.64",315
"1203","1140718418929",8.56,7.64,305.1,-50,-44,-55,-66,-57,-63,-52,0,"8.56-7.64",315
"1204","1140718419181",8.56,7.64,305.1,-51,-44,-54,-57,-56,-63,-52,0,"8.56-7.64",315
"1205","1140718419685",8.56,7.64,305.1,-50,-44,-52,-64,-56,-66,-51,0,"8.56-7.64",315
"1206","1140718420189",8.56,7.64,305.1,-60,-58,-52,-55,-57,-66,-51,0,"8.56-7.64",315
"1207","1140718420945",8.56,7.64,305.1,-50,-58,-55,-57,-52,-67,-57,0,"8.56-7.64",315
"1208","1140718421961",8.56,7.64,305.1,-60,-58,-53,-61,-56,-68,-55,0,"8.56-7.64",315
"1209","1140718422213",8.56,7.64,305.1,-49,-59,-51,-56,-58,-68,-55,0,"8.56-7.64",315
"1210","1140718425993",8.56,7.64,305.1,-51,-42,-55,-64,-57,-67,-52,0,"8.56-7.64",315
"1211","1140718426513",8.56,7.64,305.1,-61,-43,-55,-57,-53,-66,-59,0,"8.56-7.64",315
"1212","1140718427018",8.56,7.64,305.1,-48,-44,-52,-63,-56,-67,-58,0,"8.56-7.64",315
"1213","1140718427274",8.56,7.64,305.1,-60,-44,-52,-64,-58,-65,-57,0,"8.56-7.64",315
"1214","1140718427526",8.56,7.64,305.1,-56,-43,-56,-56,-58,-67,-57,0,"8.56-7.64",315
"1215","1140718427782",8.56,7.64,305.1,-52,-43,-56,-64,-58,-66,-56,0,"8.56-7.64",315
"1216","1140718428034",8.56,7.64,305.1,-52,-59,-56,-65,-58,-66,-56,0,"8.56-7.64",315
"1217","1140718428286",8.56,7.64,305.1,-51,-44,-65,-64,-58,-66,-56,0,"8.56-7.64",315
"1218","1140718429042",8.56,7.64,305.1,-52,-44,-55,-54,-59,-67,-56,0,"8.56-7.64",315
"1219","1140718429294",8.56,7.64,305.1,-52,-44,-55,-60,-58,-66,-57,0,"8.56-7.64",315
"1220","1140718429546",8.56,7.64,305.1,-52,-43,-55,-57,-58,-67,-58,0,"8.56-7.64",315
"1221","1140718431562",8.56,7.64,305.1,-60,-43,-55,-57,-58,-66,-51,0,"8.56-7.64",315
"1222","1140718432318",8.56,7.64,305.1,-51,-56,-53,-63,-55,-67,-50,0,"8.56-7.64",315
"1223","1140718432822",8.56,7.64,305.1,-52,-43,-55,-60,-57,-66,-51,0,"8.56-7.64",315
"1224","1140718433074",8.56,7.64,305.1,-61,-44,-54,-61.5,-56,-67,-57,0,"8.56-7.64",315
"1225","1140718434838",8.56,7.64,305.1,-60,-42,-51,-56,-53,-68,-51,0,"8.56-7.64",315
"1226","1140718470428",9.08,7.24,338,-54,-45,-52,-57,-56,-61,-56,0,"9.08-7.24",0
"1227","1140718470680",9.08,7.24,338,-60,-44,-54,-57,-56,-65,-55,0,"9.08-7.24",0
"1228","1140718471688",9.08,7.24,338,-59,-44,-54,-60,-55,-65,-57,0,"9.08-7.24",0
"1229","1140718472192",9.08,7.24,338,-61,-45,-63,-57,-55,-65,-57,0,"9.08-7.24",0
"1230","1140718472696",9.08,7.24,338,-60,-45,-55,-59,-54,-63,-56,0,"9.08-7.24",0
"1231","1140718472948",9.08,7.24,338,-60,-44,-52,-59,-55,-64,-56,0,"9.08-7.24",0
"1232","1140718473956",9.08,7.24,338,-61,-55,-52,-58,-56,-64,-57,0,"9.08-7.24",0
"1233","1140718474208",9.08,7.24,338,-61,-54,-54,-58,-61,-65,-57,0,"9.08-7.24",0
"1234","1140718475721",9.08,7.24,338,-59,-55,-54,-57,-54,-63,-58,0,"9.08-7.24",0
"1235","1140718476489",9.08,7.24,338,-60,-55,-55,-59,-55,-64,-56,0,"9.08-7.24",0
"1236","1140718476993",9.08,7.24,338,-61,-55,-55,-58,-55,-67,-55,0,"9.08-7.24",0
"1237","1140718477245",9.08,7.24,338,-61,-54,-52,-57,-56,-68,-56,0,"9.08-7.24",0
"1238","1140718477497",9.08,7.24,338,-53,-55,-54,-58,-55,-64,-56,0,"9.08-7.24",0
"1239","1140718479013",9.08,7.24,338,-59,-55,-54,-57,-56,-65,-55,0,"9.08-7.24",0
"1240","1140718479769",9.08,7.24,338,-61,-55,-54,-57,-60,-64,-56,0,"9.08-7.24",0
"1241","1140718480777",9.08,7.24,338,-60,-54,-54,-59,-55,-63,-56,0,"9.08-7.24",0
"1242","1140718482293",9.08,7.24,338,-59,-53,-53,-63,-57,-66,-55,0,"9.08-7.24",0
"1243","1140718482545",9.08,7.24,338,-60,-44,-54,-59,-60,-66,-55,0,"9.08-7.24",0
"1244","1140718483305",9.08,7.24,338,-60,-44,-54,-59,-60,-64,-57,0,"9.08-7.24",0
"1245","1140718483557",9.08,7.24,338,-59,-45,-53,-57,-56,-65,-55,0,"9.08-7.24",0
"1246","1140718485069",9.08,7.24,338,-58,-53,-54,-57,-56,-65,-58,0,"9.08-7.24",0
"1247","1140718486077",9.08,7.24,338,-61,-43,-54,-59,-58,-65,-56,0,"9.08-7.24",0
"1248","1140718486833",9.08,7.24,338,-55,-44,-54,-57,-61,-65,-56,0,"9.08-7.24",0
"1249","1140718488349",9.08,7.24,338,-61,-44,-54,-57,-55,-63,-56,0,"9.08-7.24",0
"1250","1140718489105",9.08,7.24,338,-57,-54,-54,-59,-55,-63,-58,0,"9.08-7.24",0
"1251","1140718489357",9.08,7.24,338,-58,-44,-53,-57,-60,-64,-58,0,"9.08-7.24",0
"1252","1140718490618",9.08,7.24,338,-60,-52,-53,-57,-60,-66,-51,0,"9.08-7.24",0
"1253","1140718491122",9.08,7.24,338,-60,-52,-52,-59,-61,-65,-51,0,"9.08-7.24",0
"1254","1140718491630",9.08,7.24,338,-58,-52,-53,-59,-56,-65,-51,0,"9.08-7.24",0
"1255","1140718492890",9.08,7.24,338,-56,-44,-52,-64,-58,-63,-57,0,"9.08-7.24",0
"1256","1140718493142",9.08,7.24,338,-56,-44,-52,-57,-56,-67,-56,0,"9.08-7.24",0
"1257","1140718493898",9.08,7.24,338,-60,-52,-54,-58,-57,-70,-56,0,"9.08-7.24",0
"1258","1140718495918",9.08,7.24,338,-60,-44,-56,-64,-57,-67,-51,0,"9.08-7.24",0
"1259","1140718497178",9.08,7.24,338,-55,-43,-53,-58,-59,-67,-56,0,"9.08-7.24",0
"1260","1140718530520",9.46,7.77,169.4,-58,-53,-48,-57,-51,-72,-60,0,"9.46-7.77",180
"1261","1140718531124",9.46,7.77,169.4,-61,-45,-48,-62,-52,-68.6666666666667,-59,0,"9.46-7.77",180
"1262","1140718532636",9.46,7.77,169.4,-63,-45,-48,-60,-48,-70,-62,0,"9.46-7.77",180
"1263","1140718532888",9.46,7.77,169.4,-62,-47,-50,-60,-49,-73,-63,0,"9.46-7.77",180
"1264","1140718534148",9.46,7.77,169.4,-61,-45,-48,-62,-48,-77,-64,0,"9.46-7.77",180
"1265","1140718535912",9.46,7.77,169.4,-59,-46,-49,-60,-48,-72,-62,0,"9.46-7.77",180
"1266","1140718536164",9.46,7.77,169.4,-59,-45,-49,-63,-50,-77,-63,0,"9.46-7.77",180
"1267","1140718536416",9.46,7.77,169.4,-63,-44,-48,-63,-50,-77,-63,0,"9.46-7.77",180
"1268","1140718536668",9.46,7.77,169.4,-63,-46,-52,-61,-50,-70,-62,0,"9.46-7.77",180
"1269","1140718538684",9.46,7.77,169.4,-59,-47,-48,-62,-48,-77,-62,0,"9.46-7.77",180
"1270","1140718539189",9.46,7.77,169.4,-62,-44,-49,-63,-49,-76,-62,0,"9.46-7.77",180
"1271","1140718539441",9.46,7.77,169.4,-61,-45,-48,-59,-50,-70.5,-63,0,"9.46-7.77",180
"1272","1140718539945",9.46,7.77,169.4,-61,-46,-50,-62,-50,-71.3333333333333,-58,0,"9.46-7.77",180
"1273","1140718541813",9.46,7.77,169.4,-62,-46,-50,-62,-50,-74,-59,0,"9.46-7.77",180
"1274","1140718542317",9.46,7.77,169.4,-61,-46,-51,-62,-50,-71,-61,0,"9.46-7.77",180
"1275","1140718543329",9.46,7.77,169.4,-60,-45,-52,-62,-49,-65,-63,0,"9.46-7.77",180
"1276","1140718544597",9.46,7.77,169.4,-60,-47,-49,-63,-50,-69,-61,0,"9.46-7.77",180
"1277","1140718544849",9.46,7.77,169.4,-62,-47,-50,-59,-50,-68.6666666666667,-62,0,"9.46-7.77",180
"1278","1140718545101",9.46,7.77,169.4,-61,-46,-50,-62,-51,-69,-62,0,"9.46-7.77",180
"1279","1140718546361",9.46,7.77,169.4,-60,-44,-50,-60,-49,-70,-62,0,"9.46-7.77",180
"1280","1140718546613",9.46,7.77,169.4,-60,-45,-50,-64,-50,-76,-61,0,"9.46-7.77",180
"1281","1140718546865",9.46,7.77,169.4,-60,-44,-49,-63,-49,-77,-62,0,"9.46-7.77",180
"1282","1140718547873",9.46,7.77,169.4,-60,-44,-47,-61,-49.5,-69,-63,0,"9.46-7.77",180
"1283","1140718551757",9.46,7.77,169.4,-62,-46,-48,-61,-50,-70,-61,0,"9.46-7.77",180
"1284","1140718552513",9.46,7.77,169.4,-62,-45,-49,-61,-50,-70,-62,0,"9.46-7.77",180
"1285","1140718553521",9.46,7.77,169.4,-60,-46,-52,-61,-49,-76,-62,0,"9.46-7.77",180
"1286","1140718553773",9.46,7.77,169.4,-61,-45,-52,-62,-49,-69,-62,0,"9.46-7.77",180
"1287","1140718554277",9.46,7.77,169.4,-59,-44,-49,-61,-49,-75,-62,0,"9.46-7.77",180
"1288","1140718555034",9.46,7.77,169.4,-59,-46,-50,-62,-49,-70,-59,0,"9.46-7.77",180
"1289","1140718556294",9.46,7.77,169.4,-62,-46,-48,-62,-50,-75,-61,0,"9.46-7.77",180
"1290","1140718556546",9.46,7.77,169.4,-62,-45,-50,-59,-50,-69.5,-62,0,"9.46-7.77",180
"1291","1140718556798",9.46,7.77,169.4,-60,-45,-48,-61,-50,-70,-61,0,"9.46-7.77",180
"1292","1140718557554",9.46,7.77,169.4,-61,-45,-51,-60,-48,-70,-63,0,"9.46-7.77",180
"1293","1140718557806",9.46,7.77,169.4,-61,-45,-51,-62,-50,-67,-62,0,"9.46-7.77",180
"1294","1140718848648",21.23,5.47,115.8,-62,-56,-65,-51,-52,-80,-81,0,"21.23-5.47",135
"1295","1140718848900",21.23,5.47,115.8,-62,-56,-65,-50,-53,-80,-78,0,"21.23-5.47",135
"1296","1140718849408",21.23,5.47,115.8,-62,-55,-65,-51,-52,-78,-78,0,"21.23-5.47",135
"1297","1140718849660",21.23,5.47,115.8,-63,-63,-65,-50,-53,-78,-79,0,"21.23-5.47",135
"1298","1140718850164",21.23,5.47,115.8,-61,-61,-58,-51,-53,-78,-79,0,"21.23-5.47",135
"1299","1140718850416",21.23,5.47,115.8,-62,-61,-65,-50,-51,-79,-78,0,"21.23-5.47",135
"1300","1140718850668",21.23,5.47,115.8,-64,-55,-65,-50,-51,-77,-79,0,"21.23-5.47",135
"1301","1140718851676",21.23,5.47,115.8,-61.5,-63,-60,-51,-52,-78,-82,0,"21.23-5.47",135
"1302","1140718852700",21.23,5.47,115.8,-62,-54,-60,-50,-45,-80,-79,0,"21.23-5.47",135
"1303","1140718855672",21.23,5.47,115.8,-63,-55,-59,-51,-54,-79,-80,0,"21.23-5.47",135
"1304","1140718856176",21.23,5.47,115.8,-62.5,-55,-60,-50.5,-54,-78,-81,0,"21.23-5.47",135
"1305","1140718856428",21.23,5.47,115.8,-61.5,-63,-60,-51,-45,-79,-82,0,"21.23-5.47",135
"1306","1140718857184",21.23,5.47,115.8,-62,-56,-66,-51,-53,-78,-82,0,"21.23-5.47",135
"1307","1140718857940",21.23,5.47,115.8,-63,-62,-57,-51,-52,-79,-78,0,"21.23-5.47",135
"1308","1140718858192",21.23,5.47,115.8,-63,-56,-60,-51,-54,-80,-79,0,"21.23-5.47",135
"1309","1140718858697",21.23,5.47,115.8,-62,-56,-66,-50,-53,-80,-81,0,"21.23-5.47",135
"1310","1140718858949",21.23,5.47,115.8,-63,-56,-59,-51,-54,-78,-79,0,"21.23-5.47",135
"1311","1140718859957",21.23,5.47,115.8,-63,-54,-65,-52,-53,-80,-80,0,"21.23-5.47",135
"1312","1140718860209",21.23,5.47,115.8,-62,-63,-66,-50,-54,-79,-81,0,"21.23-5.47",135
"1313","1140718861721",21.23,5.47,115.8,-62,-57,-59,-50,-45,-80,-79,0,"21.23-5.47",135
"1314","1140718861973",21.23,5.47,115.8,-62,-56,-59,-51,-53,-79,-82,0,"21.23-5.47",135
"1315","1140718862477",21.23,5.47,115.8,-62.5,-55,-59,-50,-54,-81,-79,0,"21.23-5.47",135
"1316","1140718862729",21.23,5.47,115.8,-62,-56,-66,-50,-53,-79,-81,0,"21.23-5.47",135
"1317","1140718864241",21.23,5.47,115.8,-63,-56,-58,-52,-55,-80,-79,0,"21.23-5.47",135
"1318","1140718865349",21.23,5.47,115.8,-60,-54,-60,-52,-48,-79,-80,0,"21.23-5.47",135
"1319","1140718866105",21.23,5.47,115.8,-61,-56,-66,-51,-57,-80,-80,0,"21.23-5.47",135
"1320","1140718866357",21.23,5.47,115.8,-62,-69,-54,-50,-56,-79,-79,0,"21.23-5.47",135
"1321","1140718868889",21.23,5.47,115.8,-62,-56,-66,-50,-56,-79,-79,0,"21.23-5.47",135
"1322","1140718869395",21.23,5.47,115.8,-63,-56,-59,-51,-54,-80,-83,0,"21.23-5.47",135
"1323","1140718869645",21.23,5.47,115.8,-61.5,-54,-60,-51,-46,-79,-83,0,"21.23-5.47",135
"1324","1140718870905",21.23,5.47,115.8,-62,-56,-58,-50,-53,-79,-78,0,"21.23-5.47",135
"1325","1140718871157",21.23,5.47,115.8,-62,-56,-65,-51,-44,-80,-82,0,"21.23-5.47",135
"1326","1140718871409",21.23,5.47,115.8,-61,-55,-59,-51,-53,-80,-83,0,"21.23-5.47",135
"1327","1140718871661",21.23,5.47,115.8,-61,-56,-60,-50,-46,-78,-79,0,"21.23-5.47",135
"1328","1140718872165",21.23,5.47,115.8,-63,-56,-64,-52,-53,-80,-79,0,"21.23-5.47",135
"1329","1140718872417",21.23,5.47,115.8,-62,-64,-65,-50,-44,-79,-82,0,"21.23-5.47",135
"1330","1140718872669",21.23,5.47,115.8,-61,-65,-65,-51,-54,-79,-83,0,"21.23-5.47",135
"1331","1140718873677",21.23,5.47,115.8,-61,-55,-66,-50,-55,-80,-82,0,"21.23-5.47",135
"1332","1140718909848",21.6,7.63,192,-71,-58,-64,-55,-53,-80,-78,0,"21.60-7.63",180
"1333","1140718910352",21.6,7.63,192,-72,-58,-58,-58,-55,-81,-74,0,"21.60-7.63",180
"1334","1140718910856",21.6,7.63,192,-76,-58,-59,-55,-54,-80,-74,0,"21.60-7.63",180
"1335","1140718911108",21.6,7.63,192,-71,-55,-64,-54,-52,-80,-75,0,"21.60-7.63",180
"1336","1140718911360",21.6,7.63,192,-72,-56,-64,-53,-50,-81,-77,0,"21.60-7.63",180
"1337","1140718912368",21.6,7.63,192,-71,-54,-59,-53,-46,-82,-75,0,"21.60-7.63",180
"1338","1140718914896",21.6,7.63,192,-74,-52,-56,-54,-51,-79,-74,0,"21.60-7.63",180
"1339","1140718916412",21.6,7.63,192,-75,-56,-60,-53,-48,-80,-74,0,"21.60-7.63",180
"1340","1140718916664",21.6,7.63,192,-72,-54,-65,-53,-48,-84,-75,0,"21.60-7.63",180
"1341","1140718917016",21.6,7.63,192,-76,-54,-66,-53,-49,-79,-76,0,"21.60-7.63",180
"1342","1140718918024",21.6,7.63,192,-71,-56,-61,-51,-50,-80,-75,0,"21.60-7.63",180
"1343","1140718919792",21.6,7.63,192,-71,-53,-61,-53,-49,-79,-75,0,"21.60-7.63",180
"1344","1140718920800",21.6,7.63,192,-72,-51,-66,-51,-53,-80,-75,0,"21.60-7.63",180
"1345","1140718921556",21.6,7.63,192,-74,-55,-60,-53,-49,-80,-78,0,"21.60-7.63",180
"1346","1140718922312",21.6,7.63,192,-75,-56,-60,-53,-50,-80,-74,0,"21.60-7.63",180
"1347","1140718923825",21.6,7.63,192,-74,-53,-60,-53,-48,-79,-75,0,"21.60-7.63",180
"1348","1140718926849",21.6,7.63,192,-72,-55,-65,-52,-48,-80,-76,0,"21.60-7.63",180
"1349","1140718927101",21.6,7.63,192,-74,-56,-64,-53,-48,-80,-74.5,0,"21.60-7.63",180
"1350","1140718927957",21.6,7.63,192,-74,-54,-60,-52,-54,-75,-74,0,"21.60-7.63",180
"1351","1140718928209",21.6,7.63,192,-74,-54,-64,-53,-53,-79,-74,0,"21.60-7.63",180
"1352","1140718928965",21.6,7.63,192,-72.5,-56,-61,-53,-50,-79,-77,0,"21.60-7.63",180
"1353","1140718929721",21.6,7.63,192,-74,-55,-60,-54,-49,-85,-74,0,"21.60-7.63",180
"1354","1140718929973",21.6,7.63,192,-74,-55,-60,-53,-49,-84,-75,0,"21.60-7.63",180
"1355","1140718930225",21.6,7.63,192,-75,-53,-60,-52,-53,-79,-76,0,"21.60-7.63",180
"1356","1140718930729",21.6,7.63,192,-70,-56,-65,-54,-54,-81,-75,0,"21.60-7.63",180
"1357","1140718930981",21.6,7.63,192,-74,-56,-59,-53,-47,-79,-76,0,"21.60-7.63",180
"1358","1140718931233",21.6,7.63,192,-71,-52,-57,-53,-53,-79,-77,0,"21.60-7.63",180
"1359","1140718932241",21.6,7.63,192,-74,-55,-60,-53,-52,-81,-75,0,"21.60-7.63",180
"1360","1140718932493",21.6,7.63,192,-74,-57,-60,-53,-49,-80,-74,0,"21.60-7.63",180
"1361","1140718933753",21.6,7.63,192,-75,-55,-65,-53,-50,-79,-76,0,"21.60-7.63",180
"1362","1140718934005",21.6,7.63,192,-72,-57,-61,-53,-51,-84,-75,0,"21.60-7.63",180
"1363","1140718934257",21.6,7.63,192,-74,-57,-58,-54,-51,-79,-75,0,"21.60-7.63",180
"1364","1140718935013",21.6,7.63,192,-71.5,-56,-68,-53,-53,-80,-75,0,"21.60-7.63",180
"1365","1140718936781",21.6,7.63,192,-73,-54,-65,-52,-49,-75,-75,0,"21.60-7.63",180
"1366","1140718937033",21.6,7.63,192,-70.5,-55,-65,-53,-50,-79,-74,0,"21.60-7.63",180
"1367","1140718970584",21.98,7.46,325.8,-59,-52,-63,-58,-55,-77,-66,0,"21.98-7.46",315
"1368","1140718971340",21.98,7.46,325.8,-59,-54,-59,-55,-51,-76,-68,0,"21.98-7.46",315
"1369","1140718973356",21.98,7.46,325.8,-60.5,-58,-69,-53,-52,-78,-68,0,"21.98-7.46",315
"1370","1140718974112",21.98,7.46,325.8,-60,-52,-61,-54,-56,-76,-69,0,"21.98-7.46",315
"1371","1140718974616",21.98,7.46,325.8,-59.5,-51,-62,-54,-50,-77,-69,0,"21.98-7.46",315
"1372","1140718975372",21.98,7.46,325.8,-60,-51,-61,-53,-50,-77,-65,0,"21.98-7.46",315
"1373","1140718975876",21.98,7.46,325.8,-60,-53,-67,-54,-56,-77,-67,0,"21.98-7.46",315
"1374","1140718976380",21.98,7.46,325.8,-60,-53,-61,-54,-50,-76,-60,0,"21.98-7.46",315
"1375","1140718977136",21.98,7.46,325.8,-60.5,-52,-60,-53,-55,-77,-65,0,"21.98-7.46",315
"1376","1140718978396",21.98,7.46,325.8,-60.5,-52,-60,-53,-57,-77,-66,0,"21.98-7.46",315
"1377","1140718979152",21.98,7.46,325.8,-61,-52,-60,-53,-55,-77,-67,0,"21.98-7.46",315
"1378","1140718979908",21.98,7.46,325.8,-60,-55,-60,-54,-52,-76,-66,0,"21.98-7.46",315
"1379","1140718980664",21.98,7.46,325.8,-60,-53,-61,-53,-57,-77,-68,0,"21.98-7.46",315
"1380","1140718981924",21.98,7.46,325.8,-62,-51,-60,-53.5,-52,-76,-65,0,"21.98-7.46",315
"1381","1140718982176",21.98,7.46,325.8,-60,-51,-66,-54,-51,-77,-70,0,"21.98-7.46",315
"1382","1140718982428",21.98,7.46,325.8,-61,-52,-67,-53,-52,-77,-69,0,"21.98-7.46",315
"1383","1140718982932",21.98,7.46,325.8,-60,-52,-66,-54,-51,-76,-67,0,"21.98-7.46",315
"1384","1140718983184",21.98,7.46,325.8,-60,-52,-60,-54,-52,-76,-65,0,"21.98-7.46",315
"1385","1140718985200",21.98,7.46,325.8,-61.5,-52,-59,-53,-51,-78,-66,0,"21.98-7.46",315
"1386","1140718985704",21.98,7.46,325.8,-60,-52,-62,-53,-56,-76,-68,0,"21.98-7.46",315
"1387","1140718985956",21.98,7.46,325.8,-60,-54,-61,-53,-51,-77,-65,0,"21.98-7.46",315
"1388","1140718986460",21.98,7.46,325.8,-60,-54,-62,-52,-50,-72,-65,0,"21.98-7.46",315
"1389","1140718987973",21.98,7.46,325.8,-60,-53,-60,-54,-51,-77,-69,0,"21.98-7.46",315
"1390","1140718988729",21.98,7.46,325.8,-61,-54,-60,-56,-56,-77,-66,0,"21.98-7.46",315
"1391","1140718990745",21.98,7.46,325.8,-60,-56,-63,-52,-51.5,-78,-65,0,"21.98-7.46",315
"1392","1140718991753",21.98,7.46,325.8,-60,-56,-62.5,-52,-50,-77,-70,0,"21.98-7.46",315
"1393","1140718992509",21.98,7.46,325.8,-61,-58,-63,-51,-50,-78,-69,0,"21.98-7.46",315
"1394","1140718993517",21.98,7.46,325.8,-62,-57,-63,-52,-51,-78,-68,0,"21.98-7.46",315
"1395","1140718994021",21.98,7.46,325.8,-61,-54,-63,-54,-51,-76,-69,0,"21.98-7.46",315
"1396","1140718994525",21.98,7.46,325.8,-61.5,-53,-67,-53,-51,-76,-67,0,"21.98-7.46",315
"1397","1140718996289",21.98,7.46,325.8,-60,-50,-59,-55,-53,-74,-68,0,"21.98-7.46",315
"1398","1140718996793",21.98,7.46,325.8,-60,-52,-60,-55,-51,-77,-68,0,"21.98-7.46",315
"1399","1140718997297",21.98,7.46,325.8,-59,-53,-61,-53,-51,-73,-69,0,"21.98-7.46",315
"1400","1140718997549",21.98,7.46,325.8,-59,-52,-59,-54,-51,-76,-69,0,"21.98-7.46",315
"1401","1140719047268",22.38,3.94,319.3,-58,-58,-60,-55,-49,-72.5,-77,0,"22.38-3.94",315
"1402","1140719047772",22.38,3.94,319.3,-59,-57,-60,-53,-50,-72,-78,0,"22.38-3.94",315
"1403","1140719048276",22.38,3.94,319.3,-59,-57,-64,-54,-52,-73,-74,0,"22.38-3.94",315
"1404","1140719048780",22.38,3.94,319.3,-59,-58,-60,-53,-50,-79,-77,0,"22.38-3.94",315
"1405","1140719051809",22.38,3.94,319.3,-58,-57,-58,-53,-47,-73,-74,0,"22.38-3.94",315
"1406","1140719054473",22.38,3.94,319.3,-58,-59,-63,-52,-50,-73,-75,0,"22.38-3.94",315
"1407","1140719055229",22.38,3.94,319.3,-59,-57,-64,-52,-49,-73,-74,0,"22.38-3.94",315
"1408","1140719055985",22.38,3.94,319.3,-58,-57,-59,-51,-49,-73,-75,0,"22.38-3.94",315
"1409","1140719056489",22.38,3.94,319.3,-58,-57,-56,-52,-50,-72,-75,0,"22.38-3.94",315
"1410","1140719056741",22.38,3.94,319.3,-58,-57,-63,-52,-48,-73,-74,0,"22.38-3.94",315
"1411","1140719056993",22.38,3.94,319.3,-56,-56,-59,-52,-50,-78,-76,0,"22.38-3.94",315
"1412","1140719057245",22.38,3.94,319.3,-60,-57,-62,-50,-48,-73,-76,0,"22.38-3.94",315
"1413","1140719060269",22.38,3.94,319.3,-56,-59,-63,-51,-50,-78,-75,0,"22.38-3.94",315
"1414","1140719062537",22.38,3.94,319.3,-58,-59,-60,-51,-49,-74,-76,0,"22.38-3.94",315
"1415","1140719065057",22.38,3.94,319.3,-58,-58,-63,-53,-49,-74,-74,0,"22.38-3.94",315
"1416","1140719066318",22.38,3.94,319.3,-59,-58,-60,-53,-49,-72,-74,0,"22.38-3.94",315
"1417","1140719066569",22.38,3.94,319.3,-59,-59,-64,-53,-49,-73,-77,0,"22.38-3.94",315
"1418","1140719066822",22.38,3.94,319.3,-59,-58,-64,-54,-49,-73,-75,0,"22.38-3.94",315
"1419","1140719067074",22.38,3.94,319.3,-59,-57,-60,-51,-51.5,-73,-76,0,"22.38-3.94",315
"1420","1140719068334",22.38,3.94,319.3,-59,-57,-63,-54,-49,-74,-76,0,"22.38-3.94",315
"1421","1140719068838",22.38,3.94,319.3,-60,-59,-60,-54,-49,-72,-76,0,"22.38-3.94",315
"1422","1140719069846",22.38,3.94,319.3,-60,-57,-63,-53,-48,-74,-75,0,"22.38-3.94",315
"1423","1140719070854",22.38,3.94,319.3,-59,-58,-63,-54,-48,-68,-74,0,"22.38-3.94",315
"1424","1140719071862",22.38,3.94,319.3,-58,-57,-62,-53,-49,-73,-76,0,"22.38-3.94",315
"1425","1140719072366",22.38,3.94,319.3,-57.5,-57,-60,-53,-48,-74,-75,0,"22.38-3.94",315
"1426","1140719072618",22.38,3.94,319.3,-59,-58,-62,-54,-52,-72,-75,0,"22.38-3.94",315
"1427","1140719073882",22.38,3.94,319.3,-58,-58,-60,-54,-48,-76,-75,0,"22.38-3.94",315
"1428","1140719074638",22.38,3.94,319.3,-60,-58,-60,-54,-51,-74,-77,0,"22.38-3.94",315
"1429","1140719193701",22.76,5.06,251.2,-71,-58,-59,-51,-53,-76,-84,0,"22.76-5.06",270
"1430","1140719195214",22.76,5.06,251.2,-62,-57,-59,-51,-53,-78,-86,0,"22.76-5.06",270
"1431","1140719195466",22.76,5.06,251.2,-60,-57,-59,-57,-48,-78,-84,0,"22.76-5.06",270
"1432","1140719195718",22.76,5.06,251.2,-61,-56,-65,-55,-48,-76,-80,0,"22.76-5.06",270
"1433","1140719195970",22.76,5.06,251.2,-61,-59,-69,-56,-53,-77,-81,0,"22.76-5.06",270
"1434","1140719197990",22.76,5.06,251.2,-58,-61,-57,-51,-54,-75,-87,0,"22.76-5.06",270
"1435","1140719198242",22.76,5.06,251.2,-58,-60,-54,-51,-49,-75,-84,0,"22.76-5.06",270
"1436","1140719198998",22.76,5.06,251.2,-58,-58,-64,-55,-49,-76,-85,0,"22.76-5.06",270
"1437","1140719199250",22.76,5.06,251.2,-61,-57,-69,-51,-48,-77,-81,0,"22.76-5.06",270
"1438","1140719199502",22.76,5.06,251.2,-61,-59,-58,-52,-48,-76,-80,0,"22.76-5.06",270
"1439","1140719199754",22.76,5.06,251.2,-60,-58,-59,-55,-53,-77,-84,0,"22.76-5.06",270
"1440","1140719200258",22.76,5.06,251.2,-70,-58,-59,-52,-48,-76,-85,0,"22.76-5.06",270
"1441","1140719201770",22.76,5.06,251.2,-60,-59,-65,-51,-48,-77,-80,0,"22.76-5.06",270
