"","time","posX","posY","orientation","X00.14.bf.b1.97.8a","X00.0f.a3.39.e1.c0","X00.14.bf.3b.c7.c6","X00.14.bf.b1.97.81","X00.14.bf.b1.97.8d","X00.14.bf.b1.97.90","X00.0f.a3.39.dd.cd","nas","posXY","angle"
"453","1140717854598",1.52,9.32,7,-50,-49,-60.0102496192809,-66,-54.8630723149337,-49,-67,2,"1.52-9.32",0
"454","1140717854850",1.52,9.32,7,-49,-49,-63,-69,-65,-49,-68,0,"1.52-9.32",0
"455","1140717855102",1.52,9.32,7,-56.4354204773103,-50,-63,-64,-54.8630723149337,-49,-66,2,"1.52-9.32",0
"456","1140717855354",1.52,9.32,7,-51,-49,-62,-69,-65,-48,-65,0,"1.52-9.32",0
"457","1140717855606",1.52,9.32,7,-52,-50,-63,-65,-64,-48,-66,0,"1.52-9.32",0
"458","1140717855858",1.52,9.32,7,-52,-50,-62,-68,-54.8630723149337,-66.2612341491531,-64,2,"1.52-9.32",0
"459","1140717856110",1.52,9.32,7,-50,-49,-64,-71,-64,-49,-67,0,"1.52-9.32",0
"460","1140717856362",1.52,9.32,7,-51,-50,-63,-68,-54.8630723149337,-49,-64,1,"1.52-9.32",0
"461","1140717856614",1.52,9.32,7,-50,-49,-61,-65,-64,-52,-67,0,"1.52-9.32",0
"462","1140717856866",1.52,9.32,7,-50,-50,-64,-68,-65,-48,-67,0,"1.52-9.32",0
"463","1140717857122",1.52,9.32,7,-49,-49,-64,-56.6546902475314,-66,-50,-66,1,"1.52-9.32",0
"464","1140717857374",1.52,9.32,7,-50,-49,-62,-65,-54.8630723149337,-50,-67,1,"1.52-9.32",0
"465","1140717857626",1.52,9.32,7,-50,-50,-60.0102496192809,-69,-66,-50,-63,1,"1.52-9.32",0
"466","1140717857878",1.52,9.32,7,-49,-50,-63,-64,-63,-48,-67,0,"1.52-9.32",0
"467","1140717858130",1.52,9.32,7,-49,-50,-60.0102496192809,-65,-63,-48,-64,1,"1.52-9.32",0
"468","1140717858382",1.52,9.32,7,-49,-49,-60,-68,-64,-50,-64,0,"1.52-9.32",0
"469","1140717858642",1.52,9.32,7,-50,-54,-62.5,-69,-64,-49,-64,0,"1.52-9.32",0
"470","1140717858894",1.52,9.32,7,-49,-50,-61,-71,-65,-49,-64,0,"1.52-9.32",0
"471","1140717859146",1.52,9.32,7,-50,-49,-62,-69,-54.8630723149337,-50,-64,1,"1.52-9.32",0
"472","1140717859402",1.52,9.32,7,-50,-53,-60.0102496192809,-69,-64,-48,-67,1,"1.52-9.32",0
"473","1140717859658",1.52,9.32,7,-56.4354204773103,-50,-62,-69,-64,-50,-66,1,"1.52-9.32",0
"474","1140717859918",1.52,9.32,7,-56.4354204773103,-49,-62,-70,-64,-48,-67,1,"1.52-9.32",0
"475","1140717860170",1.52,9.32,7,-49,-50,-62,-56.6546902475314,-66,-49,-63,1,"1.52-9.32",0
"476","1140717860426",1.52,9.32,7,-56.4354204773103,-49,-60.0102496192809,-56.6546902475314,-65,-49,-65,3,"1.52-9.32",0
"477","1140717860682",1.52,9.32,7,-50,-49,-75,-66,-66,-50,-64,0,"1.52-9.32",0
"478","1140717860934",1.52,9.32,7,-50,-49,-63,-64,-66,-48,-66,0,"1.52-9.32",0
"479","1140717861186",1.52,9.32,7,-49,-49,-60.0102496192809,-65,-66,-49,-65,1,"1.52-9.32",0
"480","1140717861438",1.52,9.32,7,-50,-52,-63,-64,-66,-50,-62,0,"1.52-9.32",0
"481","1140717861690",1.52,9.32,7,-51,-52,-62,-67,-65,-66.2612341491531,-65,1,"1.52-9.32",0
"482","1140717861942",1.52,9.32,7,-50.5,-54,-63,-68,-54.8630723149337,-49,-64,1,"1.52-9.32",0
"483","1140717862194",1.52,9.32,7,-49,-53,-60.0102496192809,-68,-66,-49,-65,1,"1.52-9.32",0
"484","1140717862446",1.52,9.32,7,-49,-53,-63,-68,-66,-51,-67,0,"1.52-9.32",0
"485","1140717862698",1.52,9.32,7,-48,-50,-61,-69,-64,-49,-64,0,"1.52-9.32",0
"486","1140717862954",1.52,9.32,7,-50,-52,-61,-56.6546902475314,-54.8630723149337,-51,-64,2,"1.52-9.32",0
"487","1140717863206",1.52,9.32,7,-56.4354204773103,-53.384679395735,-63,-56.6546902475314,-54.8630723149337,-66.2612341491531,-70.3135619015994,6,"1.52-9.32",0
"488","1140717863458",1.52,9.32,7,-50,-53,-76,-66,-64,-49,-66,0,"1.52-9.32",0
"489","1140717863710",1.52,9.32,7,-49,-53,-61,-68,-54.8630723149337,-49,-63,1,"1.52-9.32",0
"490","1140717863962",1.52,9.32,7,-51,-49,-62.3333333333333,-69,-64,-66.2612341491531,-65,1,"1.52-9.32",0
"491","1140717864214",1.52,9.32,7,-49,-49,-62,-69,-54.8630723149337,-48,-64,1,"1.52-9.32",0
"492","1140717864466",1.52,9.32,7,-49,-48,-63,-67,-65,-48,-62,0,"1.52-9.32",0
"493","1140717864718",1.52,9.32,7,-50,-54,-63,-70,-64,-50,-65,0,"1.52-9.32",0
"494","1140717864970",1.52,9.32,7,-49,-52,-60.0102496192809,-56.6546902475314,-54.8630723149337,-49,-67,3,"1.52-9.32",0
"495","1140717865222",1.52,9.32,7,-50,-49,-60.0102496192809,-69,-66,-50,-68,1,"1.52-9.32",0
"496","1140717865474",1.52,9.32,7,-50,-49,-63,-65,-65,-49,-65,0,"1.52-9.32",0
"497","1140717865726",1.52,9.32,7,-56.4354204773103,-49,-63,-56.6546902475314,-54.8630723149337,-56,-65,3,"1.52-9.32",0
"498","1140717865986",1.52,9.32,7,-49,-52,-60.0102496192809,-70,-66,-52,-67,1,"1.52-9.32",0
"499","1140717866239",1.52,9.32,7,-56.4354204773103,-52,-63,-68,-66,-49,-68,1,"1.52-9.32",0
"500","1140717866491",1.52,9.32,7,-50,-52,-63,-65,-66,-48,-68,0,"1.52-9.32",0
"501","1140717866743",1.52,9.32,7,-51,-53,-63,-65,-65,-49,-65,0,"1.52-9.32",0
"502","1140717866995",1.52,9.32,7,-51,-52,-60.0102496192809,-65,-66,-49,-65,1,"1.52-9.32",0
"503","1140717867251",1.52,9.32,7,-49,-53,-76,-66,-66,-50,-63,0,"1.52-9.32",0
"504","1140717867503",1.52,9.32,7,-51,-53,-63,-56.6546902475314,-66,-50,-66,1,"1.52-9.32",0
"505","1140717867755",1.52,9.32,7,-51,-49,-64,-68,-65,-48,-66,0,"1.52-9.32",0
"506","1140717868007",1.52,9.32,7,-50,-49,-63,-65,-54.8630723149337,-49,-66,1,"1.52-9.32",0
"507","1140717868259",1.52,9.32,7,-50,-49,-63,-68,-66,-50,-65,0,"1.52-9.32",0
"508","1140717868511",1.52,9.32,7,-51,-49,-60.0102496192809,-65,-64,-49,-66,1,"1.52-9.32",0
"509","1140717868771",1.52,9.32,7,-51,-52,-62,-68,-66,-49,-64,0,"1.52-9.32",0
"510","1140717869023",1.52,9.32,7,-50,-52,-62,-69,-54.8630723149337,-66.2612341491531,-64,2,"1.52-9.32",0
"511","1140717869283",1.52,9.32,7,-56.4354204773103,-52,-62,-68,-66,-48,-67,1,"1.52-9.32",0
"512","1140717869535",1.52,9.32,7,-56.4354204773103,-52,-63,-56.6546902475314,-66,-51,-67,2,"1.52-9.32",0
"513","1140717869787",1.52,9.32,7,-49,-52,-63,-70,-66,-47,-66,0,"1.52-9.32",0
"514","1140717870039",1.52,9.32,7,-50,-49,-63,-56.6546902475314,-64,-49,-66,1,"1.52-9.32",0
"515","1140717870291",1.52,9.32,7,-49,-50,-63.3333333333333,-56.6546902475314,-54.8630723149337,-48,-66,2,"1.52-9.32",0
"516","1140717870543",1.52,9.32,7,-51,-49,-64,-65,-66,-47,-66,0,"1.52-9.32",0
"517","1140717870795",1.52,9.32,7,-49,-49,-66.5,-69,-66,-48,-68,0,"1.52-9.32",0
"518","1140717871047",1.52,9.32,7,-50,-49,-64,-64,-67,-50,-66,0,"1.52-9.32",0
"519","1140717871299",1.52,9.32,7,-51,-49,-67.5,-56.6546902475314,-67,-49,-65,1,"1.52-9.32",0
"520","1140717871551",1.52,9.32,7,-49,-50,-63,-64,-65,-51,-68,0,"1.52-9.32",0
"521","1140717871803",1.52,9.32,7,-50,-53,-63,-70,-65,-48,-67,0,"1.52-9.32",0
"522","1140717872063",1.52,9.32,7,-50,-50,-61,-69,-54.8630723149337,-66.2612341491531,-64,2,"1.52-9.32",0
"523","1140717872315",1.52,9.32,7,-56.4354204773103,-50,-60.0102496192809,-56.6546902475314,-66,-49,-64,3,"1.52-9.32",0
"524","1140717872567",1.52,9.32,7,-56.4354204773103,-49,-64,-56.6546902475314,-65.5,-66.2612341491531,-68,3,"1.52-9.32",0
"525","1140717872819",1.52,9.32,7,-52,-49,-62,-65,-66,-50,-65,0,"1.52-9.32",0
"526","1140717873071",1.52,9.32,7,-50,-49,-61,-68,-67,-50,-63,0,"1.52-9.32",0
"527","1140717873323",1.52,9.32,7,-49,-50,-64,-56.6546902475314,-65,-50,-68,1,"1.52-9.32",0
"528","1140717873575",1.52,9.32,7,-56.4354204773103,-53.384679395735,-63,-56.6546902475314,-54.8630723149337,-66.2612341491531,-70.3135619015994,6,"1.52-9.32",0
"529","1140717873827",1.52,9.32,7,-50,-49,-64,-68,-66,-48,-64,0,"1.52-9.32",0
"530","1140717874079",1.52,9.32,7,-50,-53,-62,-56.6546902475314,-66,-48,-64,1,"1.52-9.32",0
"531","1140717874331",1.52,9.32,7,-56.4354204773103,-49,-63,-68,-66,-66.2612341491531,-65,2,"1.52-9.32",0
"532","1140717874591",1.52,9.32,7,-50,-49,-63,-65,-66,-51,-64,0,"1.52-9.32",0
"533","1140717874843",1.52,9.32,7,-50,-49,-63,-71,-66,-52,-63,0,"1.52-9.32",0
"534","1140717875095",1.52,9.32,7,-51,-52,-75,-69,-65,-48,-64,0,"1.52-9.32",0
"535","1140717875347",1.52,9.32,7,-52,-53,-63,-69,-66,-50,-64,0,"1.52-9.32",0
"536","1140717875607",1.52,9.32,7,-51,-52,-63,-69,-66,-51,-65,0,"1.52-9.32",0
"537","1140717875859",1.52,9.32,7,-51,-49,-63,-65,-65.5,-66.2612341491531,-66,1,"1.52-9.32",0
"538","1140717876111",1.52,9.32,7,-50,-50,-62,-69,-65,-50,-63,0,"1.52-9.32",0
"539","1140717876363",1.52,9.32,7,-56.4354204773103,-52,-62,-67,-54.8630723149337,-66.2612341491531,-66,3,"1.52-9.32",0
"540","1140717876615",1.52,9.32,7,-50,-52,-64,-56.6546902475314,-66,-66.2612341491531,-64,2,"1.52-9.32",0
"541","1140717876867",1.52,9.32,7,-56.4354204773103,-52,-64,-65,-54.8630723149337,-49,-66,2,"1.52-9.32",0
"542","1140717877119",1.52,9.32,7,-52,-49,-60.0102496192809,-56.6546902475314,-54.8630723149337,-66.2612341491531,-63,4,"1.52-9.32",0
"543","1140717877371",1.52,9.32,7,-51,-49,-62,-65,-54.8630723149337,-66.2612341491531,-68,2,"1.52-9.32",0
"544","1140717877623",1.52,9.32,7,-56.4354204773103,-54,-62,-69,-54.8630723149337,-53,-68,2,"1.52-9.32",0
"545","1140717877875",1.52,9.32,7,-52,-54,-64,-66,-54.8630723149337,-53,-68,1,"1.52-9.32",0
"546","1140717878127",1.52,9.32,7,-51,-50,-62.5,-69,-66,-66.2612341491531,-63,1,"1.52-9.32",0
"547","1140717878379",1.52,9.32,7,-51,-52,-62,-70,-65,-49,-66,0,"1.52-9.32",0
"548","1140717878631",1.52,9.32,7,-51,-50,-63,-69,-54.8630723149337,-49,-66,1,"1.52-9.32",0
"549","1140717878883",1.52,9.32,7,-50,-50,-63,-65,-65,-49,-66,0,"1.52-9.32",0
"550","1140718469672",9.08,7.24,338,-59,-47,-60.0102496192809,-59,-57,-68,-50,1,"9.08-7.24",0
"551","1140718469924",9.08,7.24,338,-58.5,-46,-56,-56.6546902475314,-54.8630723149337,-67,-57,2,"9.08-7.24",0
"552","1140718470176",9.08,7.24,338,-56.4354204773103,-45,-52,-56.6546902475314,-54.8630723149337,-69,-56,3,"9.08-7.24",0
"553","1140718470428",9.08,7.24,338,-54,-45,-52,-57,-56,-61,-56,0,"9.08-7.24",0
"554","1140718470680",9.08,7.24,338,-60,-44,-54,-57,-56,-65,-55,0,"9.08-7.24",0
"555","1140718470932",9.08,7.24,338,-56.4354204773103,-44,-60.0102496192809,-56.6546902475314,-56,-65,-58,3,"9.08-7.24",0
"556","1140718471184",9.08,7.24,338,-60,-45,-57,-56.6546902475314,-55,-66,-55,1,"9.08-7.24",0
"557","1140718471436",9.08,7.24,338,-61,-44,-55,-56.6546902475314,-55,-65,-56,1,"9.08-7.24",0
"558","1140718471688",9.08,7.24,338,-59,-44,-54,-60,-55,-65,-57,0,"9.08-7.24",0
"559","1140718471940",9.08,7.24,338,-61,-44,-54,-56.6546902475314,-54.8630723149337,-65,-57,2,"9.08-7.24",0
"560","1140718472192",9.08,7.24,338,-61,-45,-63,-57,-55,-65,-57,0,"9.08-7.24",0
"561","1140718472444",9.08,7.24,338,-56,-55,-54,-56.6546902475314,-56,-66.2612341491531,-57,2,"9.08-7.24",0
"562","1140718472696",9.08,7.24,338,-60,-45,-55,-59,-54,-63,-56,0,"9.08-7.24",0
"563","1140718472948",9.08,7.24,338,-60,-44,-52,-59,-55,-64,-56,0,"9.08-7.24",0
"564","1140718473200",9.08,7.24,338,-56.4354204773103,-54,-53,-58,-54.8630723149337,-65,-54,2,"9.08-7.24",0
"565","1140718473452",9.08,7.24,338,-60,-54,-54,-56.6546902475314,-54.8630723149337,-64,-55,2,"9.08-7.24",0
"566","1140718473704",9.08,7.24,338,-56.4354204773103,-54,-54,-59,-56,-64,-55,1,"9.08-7.24",0
"567","1140718473956",9.08,7.24,338,-61,-55,-52,-58,-56,-64,-57,0,"9.08-7.24",0
"568","1140718474208",9.08,7.24,338,-61,-54,-54,-58,-61,-65,-57,0,"9.08-7.24",0
"569","1140718474460",9.08,7.24,338,-56.4354204773103,-54,-53,-56.6546902475314,-54.8630723149337,-70,-56,3,"9.08-7.24",0
"570","1140718474712",9.08,7.24,338,-56,-45,-52,-59,-54,-66.2612341491531,-56,1,"9.08-7.24",0
"571","1140718474965",9.08,7.24,338,-59,-45,-52,-59,-54.8630723149337,-65.5,-56,1,"9.08-7.24",0
"572","1140718475217",9.08,7.24,338,-56.4354204773103,-46,-54,-59,-60,-65,-56,1,"9.08-7.24",0
"573","1140718475469",9.08,7.24,338,-56.4354204773103,-46,-54,-57,-55,-64,-57,1,"9.08-7.24",0
"574","1140718475721",9.08,7.24,338,-59,-55,-54,-57,-54,-63,-58,0,"9.08-7.24",0
"575","1140718475973",9.08,7.24,338,-55,-45,-60.0102496192809,-59,-54,-69,-56,1,"9.08-7.24",0
"576","1140718476225",9.08,7.24,338,-59,-44,-55,-59,-60,-66.2612341491531,-58,1,"9.08-7.24",0
"577","1140718476489",9.08,7.24,338,-60,-55,-55,-59,-55,-64,-56,0,"9.08-7.24",0
"578","1140718476741",9.08,7.24,338,-60,-55,-54.5,-56.6546902475314,-54.8630723149337,-64,-57,2,"9.08-7.24",0
"579","1140718476993",9.08,7.24,338,-61,-55,-55,-58,-55,-67,-55,0,"9.08-7.24",0
"580","1140718477245",9.08,7.24,338,-61,-54,-52,-57,-56,-68,-56,0,"9.08-7.24",0
"581","1140718477497",9.08,7.24,338,-53,-55,-54,-58,-55,-64,-56,0,"9.08-7.24",0
"582","1140718477753",9.08,7.24,338,-56.4354204773103,-54,-55,-56,-56,-65,-56,1,"9.08-7.24",0
"583","1140718478005",9.08,7.24,338,-60,-45,-60.0102496192809,-55,-54,-64,-51.5,1,"9.08-7.24",0
"584","1140718478257",9.08,7.24,338,-60.5,-44,-60.0102496192809,-56.6546902475314,-54.8630723149337,-65,-50,3,"9.08-7.24",0
"585","1140718478761",9.08,7.24,338,-59,-55,-60.0102496192809,-57,-55,-65,-57,1,"9.08-7.24",0
"586","1140718479013",9.08,7.24,338,-59,-55,-54,-57,-56,-65,-55,0,"9.08-7.24",0
"587","1140718479265",9.08,7.24,338,-56.4354204773103,-55,-52,-57,-54,-64,-56,1,"9.08-7.24",0
"588","1140718479517",9.08,7.24,338,-55,-55,-55,-56.6546902475314,-56,-65,-56,1,"9.08-7.24",0
"589","1140718479769",9.08,7.24,338,-61,-55,-54,-57,-60,-64,-56,0,"9.08-7.24",0
"590","1140718480021",9.08,7.24,338,-60,-55,-60.0102496192809,-56.6546902475314,-60,-65,-57,2,"9.08-7.24",0
"591","1140718480273",9.08,7.24,338,-60,-55,-51,-57,-54.8630723149337,-64,-56,1,"9.08-7.24",0
"592","1140718480525",9.08,7.24,338,-56.4354204773103,-55,-53,-57,-54.8630723149337,-70,-56,2,"9.08-7.24",0
"593","1140718480777",9.08,7.24,338,-60,-54,-54,-59,-55,-63,-56,0,"9.08-7.24",0
"594","1140718481029",9.08,7.24,338,-60,-54,-54,-57,-60,-66.2612341491531,-52,1,"9.08-7.24",0
"595","1140718481281",9.08,7.24,338,-57,-53,-54,-57,-54.8630723149337,-65,-57,1,"9.08-7.24",0
"596","1140718481533",9.08,7.24,338,-60,-45,-53,-57,-60,-66.2612341491531,-56,1,"9.08-7.24",0
"597","1140718481785",9.08,7.24,338,-60,-53,-54,-59,-54.8630723149337,-66,-56,1,"9.08-7.24",0
"598","1140718482041",9.08,7.24,338,-61,-52,-54,-59,-54.8630723149337,-65,-57,1,"9.08-7.24",0
"599","1140718482293",9.08,7.24,338,-59,-53,-53,-63,-57,-66,-55,0,"9.08-7.24",0
"600","1140718482545",9.08,7.24,338,-60,-44,-54,-59,-60,-66,-55,0,"9.08-7.24",0
"601","1140718482801",9.08,7.24,338,-60,-45,-60.0102496192809,-56.6546902475314,-61,-66.2612341491531,-55,3,"9.08-7.24",0
"602","1140718483053",9.08,7.24,338,-60,-45,-60.0102496192809,-59,-57,-65,-56,1,"9.08-7.24",0
"603","1140718483305",9.08,7.24,338,-60,-44,-54,-59,-60,-64,-57,0,"9.08-7.24",0
"604","1140718483557",9.08,7.24,338,-59,-45,-53,-57,-56,-65,-55,0,"9.08-7.24",0
"605","1140718483809",9.08,7.24,338,-56.4354204773103,-44,-54,-59,-56,-66.2612341491531,-57,2,"9.08-7.24",0
"606","1140718484061",9.08,7.24,338,-56.4354204773103,-45,-60.0102496192809,-56.6546902475314,-60,-62,-57,3,"9.08-7.24",0
"607","1140718484313",9.08,7.24,338,-60,-44,-60.0102496192809,-56.6546902475314,-54.8630723149337,-65,-52,3,"9.08-7.24",0
"608","1140718484565",9.08,7.24,338,-56,-53,-52,-56.6546902475314,-57,-66,-52,1,"9.08-7.24",0
"609","1140718484817",9.08,7.24,338,-56.4354204773103,-52,-60.0102496192809,-56.6546902475314,-57,-66,-57,3,"9.08-7.24",0
"610","1140718485069",9.08,7.24,338,-58,-53,-54,-57,-56,-65,-58,0,"9.08-7.24",0
"611","1140718485321",9.08,7.24,338,-56.4354204773103,-52,-52,-59,-56.5,-69,-56,1,"9.08-7.24",0
"612","1140718485573",9.08,7.24,338,-56.4354204773103,-51,-54,-59,-56,-67,-56,1,"9.08-7.24",0
"613","1140718485825",9.08,7.24,338,-60,-51,-60.0102496192809,-57,-54.8630723149337,-65,-55,2,"9.08-7.24",0
"614","1140718486077",9.08,7.24,338,-61,-43,-54,-59,-58,-65,-56,0,"9.08-7.24",0
"615","1140718486329",9.08,7.24,338,-60,-44,-52,-57,-54.8630723149337,-66,-56,1,"9.08-7.24",0
"616","1140718486582",9.08,7.24,338,-60,-43,-53,-59,-54.8630723149337,-66,-57,1,"9.08-7.24",0
"617","1140718486833",9.08,7.24,338,-55,-44,-54,-57,-61,-65,-56,0,"9.08-7.24",0
"618","1140718487085",9.08,7.24,338,-61,-52,-60.0102496192809,-57,-54.8630723149337,-66,-57,2,"9.08-7.24",0
"619","1140718487337",9.08,7.24,338,-60,-52,-60.0102496192809,-57,-54.8630723149337,-65,-57,2,"9.08-7.24",0
"620","1140718487589",9.08,7.24,338,-60,-44,-54,-57,-60,-66.2612341491531,-57,1,"9.08-7.24",0
"621","1140718487841",9.08,7.24,338,-56.4354204773103,-44,-53,-57,-60,-65,-58,1,"9.08-7.24",0
"622","1140718488097",9.08,7.24,338,-59,-44,-54,-58,-54.8630723149337,-64,-56,1,"9.08-7.24",0
"623","1140718488349",9.08,7.24,338,-61,-44,-54,-57,-55,-63,-56,0,"9.08-7.24",0
"624","1140718488601",9.08,7.24,338,-56.4354204773103,-43,-54,-56,-55,-65,-56.5,1,"9.08-7.24",0
"625","1140718488853",9.08,7.24,338,-58,-43,-60.0102496192809,-59,-59,-64,-57,1,"9.08-7.24",0
"626","1140718489105",9.08,7.24,338,-57,-54,-54,-59,-55,-63,-58,0,"9.08-7.24",0
"627","1140718489357",9.08,7.24,338,-58,-44,-53,-57,-60,-64,-58,0,"9.08-7.24",0
"628","1140718489609",9.08,7.24,338,-56.4354204773103,-53,-54,-59,-57,-70,-55,1,"9.08-7.24",0
"629","1140718489861",9.08,7.24,338,-60,-44,-52,-56.6546902475314,-54.8630723149337,-66.2612341491531,-56,3,"9.08-7.24",0
"630","1140718490113",9.08,7.24,338,-56.4354204773103,-53,-54,-56,-57,-59,-57,1,"9.08-7.24",0
"631","1140718490365",9.08,7.24,338,-56,-52,-53,-57,-60,-66.2612341491531,-58,1,"9.08-7.24",0
"632","1140718490618",9.08,7.24,338,-60,-52,-53,-57,-60,-66,-51,0,"9.08-7.24",0
"633","1140718490869",9.08,7.24,338,-59,-52,-60.0102496192809,-57,-54.8630723149337,-65,-51,2,"9.08-7.24",0
"634","1140718491122",9.08,7.24,338,-60,-52,-52,-59,-61,-65,-51,0,"9.08-7.24",0
"635","1140718491377",9.08,7.24,338,-61,-44,-53,-56.6546902475314,-54.8630723149337,-62,-52,2,"9.08-7.24",0
"636","1140718491630",9.08,7.24,338,-58,-52,-53,-59,-56,-65,-51,0,"9.08-7.24",0
"637","1140718491882",9.08,7.24,338,-56.4354204773103,-51,-60.0102496192809,-57,-58,-67,-52,2,"9.08-7.24",0
"638","1140718492134",9.08,7.24,338,-61,-44,-52,-64,-54.8630723149337,-66.2612341491531,-57,2,"9.08-7.24",0
"639","1140718492386",9.08,7.24,338,-59,-44,-54,-56.6546902475314,-57,-66.2612341491531,-56,2,"9.08-7.24",0
"640","1140718492638",9.08,7.24,338,-61,-45,-60.0102496192809,-57,-55,-71,-55,1,"9.08-7.24",0
"641","1140718492890",9.08,7.24,338,-56,-44,-52,-64,-58,-63,-57,0,"9.08-7.24",0
"642","1140718493142",9.08,7.24,338,-56,-44,-52,-57,-56,-67,-56,0,"9.08-7.24",0
"643","1140718493394",9.08,7.24,338,-59,-43,-60.0102496192809,-57,-56,-65,-55,1,"9.08-7.24",0
"644","1140718493646",9.08,7.24,338,-56.4354204773103,-43,-54,-57,-61,-65,-57,1,"9.08-7.24",0
"645","1140718493898",9.08,7.24,338,-60,-52,-54,-58,-57,-70,-56,0,"9.08-7.24",0
"646","1140718494150",9.08,7.24,338,-56.4354204773103,-44,-60.0102496192809,-59,-54.8630723149337,-66.2612341491531,-58,4,"9.08-7.24",0
"647","1140718494402",9.08,7.24,338,-60,-52,-54,-56.6546902475314,-57,-63,-56,1,"9.08-7.24",0
"648","1140718494658",9.08,7.24,338,-59,-52,-60.0102496192809,-57,-61,-66.2612341491531,-56,2,"9.08-7.24",0
"649","1140718494910",9.08,7.24,338,-61,-44,-53,-56.6546902475314,-58,-64,-52,1,"9.08-7.24",0
"650","1140718495162",9.08,7.24,338,-56.4354204773103,-43,-60.0102496192809,-56.6546902475314,-54.8630723149337,-70,-52,4,"9.08-7.24",0
"651","1140718495414",9.08,7.24,338,-56.4354204773103,-44,-60.0102496192809,-59,-58,-67,-52,2,"9.08-7.24",0
"652","1140718495666",9.08,7.24,338,-60,-44,-52,-57,-54.8630723149337,-66,-51,1,"9.08-7.24",0
"653","1140718495918",9.08,7.24,338,-60,-44,-56,-64,-57,-67,-51,0,"9.08-7.24",0
"654","1140718496170",9.08,7.24,338,-60,-44,-60.0102496192809,-59,-57,-71,-58,1,"9.08-7.24",0
"655","1140718496422",9.08,7.24,338,-59,-44,-60.0102496192809,-57,-58,-66.2612341491531,-56,2,"9.08-7.24",0
"656","1140718496674",9.08,7.24,338,-56.4354204773103,-44,-52,-56.6546902475314,-59,-66.2612341491531,-56,3,"9.08-7.24",0
"657","1140718496926",9.08,7.24,338,-59.5,-44,-56,-56.6546902475314,-55,-68,-57,1,"9.08-7.24",0
"658","1140718497178",9.08,7.24,338,-55,-43,-53,-58,-59,-67,-56,0,"9.08-7.24",0
"659","1140719438201",23.9,7,344.9,-56.4354204773103,-53.384679395735,-62,-56.6546902475314,-54.8630723149337,-66.2612341491531,-70.3135619015994,6,"23.90-7.0",0
"660","1140719438453",23.9,7,344.9,-56.4354204773103,-59,-60,-54,-58,-68,-79,1,"23.90-7.0",0
"661","1140719438705",23.9,7,344.9,-66,-58,-65,-56.6546902475314,-54.8630723149337,-66,-78,2,"23.90-7.0",0
"662","1140719438957",23.9,7,344.9,-68,-59,-59,-56,-58,-69,-78,0,"23.90-7.0",0
"663","1140719439209",23.9,7,344.9,-62,-58,-57,-55,-58,-68,-79,0,"23.90-7.0",0
"664","1140719439461",23.9,7,344.9,-56.4354204773103,-58,-60.0102496192809,-56,-59,-68,-78,2,"23.90-7.0",0
"665","1140719439713",23.9,7,344.9,-65,-60,-60.0102496192809,-56.6546902475314,-58,-68,-78,2,"23.90-7.0",0
"666","1140719439965",23.9,7,344.9,-63,-57,-60.0102496192809,-55,-56,-69,-81,1,"23.90-7.0",0
"667","1140719440217",23.9,7,344.9,-56.4354204773103,-57,-65,-56,-54.8630723149337,-68,-82,2,"23.90-7.0",0
"668","1140719440469",23.9,7,344.9,-56.4354204773103,-55,-66,-55,-55,-68,-79,1,"23.90-7.0",0
"669","1140719440721",23.9,7,344.9,-63,-61,-59,-55,-59,-66.2612341491531,-77,1,"23.90-7.0",0
"670","1140719440973",23.9,7,344.9,-67,-59,-57,-56.6546902475314,-58,-66.2612341491531,-79,2,"23.90-7.0",0
"671","1140719441225",23.9,7,344.9,-66,-59,-58,-53,-56,-63,-78,0,"23.90-7.0",0
"672","1140719441477",23.9,7,344.9,-66,-56,-60,-56.6546902475314,-60,-65,-78,1,"23.90-7.0",0
"673","1140719441729",23.9,7,344.9,-63,-55,-60.0102496192809,-56.6546902475314,-60,-64,-76,2,"23.90-7.0",0
"674","1140719441981",23.9,7,344.9,-65,-59,-59,-54,-59,-66.2612341491531,-70.3135619015994,2,"23.90-7.0",0
"675","1140719442233",23.9,7,344.9,-66,-59,-69,-55,-54.8630723149337,-78,-76,1,"23.90-7.0",0
"676","1140719442485",23.9,7,344.9,-66,-55,-60.0102496192809,-55,-60,-64,-76,1,"23.90-7.0",0
"677","1140719442737",23.9,7,344.9,-56.4354204773103,-57,-58,-55,-58,-69,-78,1,"23.90-7.0",0
"678","1140719442989",23.9,7,344.9,-66,-57,-58,-56,-58.5,-66.2612341491531,-79,1,"23.90-7.0",0
"679","1140719443241",23.9,7,344.9,-58,-57,-60,-56.6546902475314,-57,-67,-78,1,"23.90-7.0",0
"680","1140719443493",23.9,7,344.9,-56.4354204773103,-58,-60,-55,-59,-70,-78,1,"23.90-7.0",0
"681","1140719443745",23.9,7,344.9,-56.4354204773103,-58,-60,-56.6546902475314,-58,-66,-80,2,"23.90-7.0",0
"682","1140719444009",23.9,7,344.9,-68,-58,-60.0102496192809,-54.5,-54.8630723149337,-70,-80,2,"23.90-7.0",0
"683","1140719444262",23.9,7,344.9,-63,-60,-59,-54,-58,-80,-79,0,"23.90-7.0",0
"684","1140719444513",23.9,7,344.9,-56.4354204773103,-58,-68,-56.6546902475314,-54.8630723149337,-68,-78,3,"23.90-7.0",0
