"","time","posX","posY","orientation","00:14:bf:b1:97:8a","00:14:bf:b1:97:90","00:0f:a3:39:e1:c0","00:14:bf:b1:97:8d","00:14:bf:b1:97:81","00:14:bf:3b:c7:c6","00:0f:a3:39:dd:cd","nas","posXY","angle"
"30845","1140344926920",23,3,225.6,-67,-83,-55,-53,-50,-58,-78,0,"23.0-3.0",225
"30846","1140344927676",23,3,225.6,-67.5,-83,-56,-55,-50,-57,-87,0,"23.0-3.0",225
"30847","1140344928184",23,3,225.6,-66,-81,-53,-54,-43,-60,-86,0,"23.0-3.0",225
"30848","1140344928692",23,3,225.6,-63,-82,-53,-53,-45,-61,-86,0,"23.0-3.0",225
"30849","1140344929700",23,3,225.6,-67,-82,-57,-53,-44,-58,-84,0,"23.0-3.0",225
"30850","1140344930204",23,3,225.6,-68,-83,-56,-54,-50,-60,-77,0,"23.0-3.0",225
"30851","1140344952614",23,3,270.3,-64,-78,-54,-56,-54,-69.5,-80,0,"23.0-3.0",270
"30852","1140344952866",23,3,270.3,-64,-77,-56,-56,-54,-69,-80,0,"23.0-3.0",270
"30853","1140344955386",23,3,270.3,-66,-77,-57,-55,-54,-71,-78,0,"23.0-3.0",270
"30854","1140344955638",23,3,270.3,-70,-75,-56,-55,-54,-70,-80,0,"23.0-3.0",270
"30855","1140344956646",23,3,270.3,-66,-77,-54,-56,-53,-70,-79,0,"23.0-3.0",270
"30856","1140344956898",23,3,270.3,-64,-74,-58,-55.5,-54,-70.5,-83,0,"23.0-3.0",270
"30857","1140344957150",23,3,270.3,-63,-77,-58,-55,-54,-70,-82,0,"23.0-3.0",270
"30858","1140344957654",23,3,270.3,-66,-77,-55,-57,-56,-71,-81,0,"23.0-3.0",270
"30859","1140344958162",23,3,270.3,-67,-78,-57,-56,-55,-69,-81,0,"23.0-3.0",270
"30860","1140344958414",23,3,270.3,-67,-78,-57,-56,-56,-72.5,-82,0,"23.0-3.0",270
"30861","1140344959926",23,3,270.3,-67,-75,-55,-54,-54,-70,-82,0,"23.0-3.0",270
"30862","1140344961694",23,3,270.3,-66,-78,-58,-55,-55,-70,-79,0,"23.0-3.0",270
"30863","1140344962954",23,3,270.3,-67,-75,-57,-55,-56,-70,-80,0,"23.0-3.0",270
"30864","1140344963459",23,3,270.3,-67,-81,-57,-55,-56,-70,-82,0,"23.0-3.0",270
"30865","1140344963962",23,3,270.3,-63,-77,-57,-55,-56,-69,-82,0,"23.0-3.0",270
"30866","1140344965486",23,3,270.3,-67,-77,-57,-53,-56,-70,-80,0,"23.0-3.0",270
"30867","1140344965738",23,3,270.3,-69,-77,-56,-56,-56,-70,-80,0,"23.0-3.0",270
"30868","1140344966747",23,3,270.3,-67,-77,-58,-57,-58,-68,-82,0,"23.0-3.0",270
"30869","1140344967251",23,3,270.3,-68,-76,-57,-55,-56,-69,-79,0,"23.0-3.0",270
"30870","1140344967755",23,3,270.3,-68,-77,-56,-56,-57,-70,-82,0,"23.0-3.0",270
"30871","1140344968259",23,3,270.3,-68,-79,-56,-57,-56,-71,-83,0,"23.0-3.0",270
"30872","1140344969267",23,3,270.3,-68,-77,-56,-57,-55,-70,-81,0,"23.0-3.0",270
"30873","1140344969519",23,3,270.3,-66,-77,-56,-55,-54,-70,-82,0,"23.0-3.0",270
"30874","1140344969771",23,3,270.3,-65,-80,-55,-56,-55,-70.5,-81,0,"23.0-3.0",270
"30875","1140344970527",23,3,270.3,-66,-76,-57,-56,-56,-70,-81,0,"23.0-3.0",270
"30876","1140344971535",23,3,270.3,-66,-73,-59,-55,-54,-68,-79,0,"23.0-3.0",270
"30877","1140344972291",23,3,270.3,-65,-73,-57,-55,-54,-68,-78,0,"23.0-3.0",270
"30878","1140344972543",23,3,270.3,-66,-76,-57,-55,-54,-68,-80,0,"23.0-3.0",270
"30879","1140344973047",23,3,270.3,-66,-73,-57,-55,-53,-70,-85,0,"23.0-3.0",270
"30880","1140344973299",23,3,270.3,-65,-73,-57,-55,-54,-69,-77,0,"23.0-3.0",270
"30881","1140344973551",23,3,270.3,-69,-76,-57,-57,-54,-69.5,-78,0,"23.0-3.0",270
"30882","1140344974307",23,3,270.3,-67,-74,-55,-56,-55,-70,-79,0,"23.0-3.0",270
"30883","1140344974559",23,3,270.3,-66,-77,-57,-56,-56,-70,-80,0,"23.0-3.0",270
"30884","1140344975063",23,3,270.3,-68,-78,-55,-55,-56,-71,-80,0,"23.0-3.0",270
"30885","1140344975819",23,3,270.3,-68,-77,-58,-55,-56,-71,-80.5,0,"23.0-3.0",270
"30886","1140344976575",23,3,270.3,-68,-78,-58,-54,-55,-70,-81,0,"23.0-3.0",270
"30887","1140344978087",23,3,270.3,-68,-77,-57,-56,-57,-70,-80,0,"23.0-3.0",270
"30888","1140344993968",23,3,314.9,-60,-74,-56,-58,-49,-56,-74,0,"23.0-3.0",315
"30889","1140344994976",23,3,314.9,-61,-74,-56,-53,-52,-58,-78,0,"23.0-3.0",315
"30890","1140344995228",23,3,314.9,-59,-74,-60,-57,-51,-58,-75,0,"23.0-3.0",315
"30891","1140344995736",23,3,314.9,-65,-75,-60,-53,-52,-59,-79,0,"23.0-3.0",315
"30892","1140344996492",23,3,314.9,-60,-80,-61,-58,-52,-59,-76,0,"23.0-3.0",315
"30893","1140344996744",23,3,314.9,-56,-74,-59,-59,-48,-59,-76,0,"23.0-3.0",315
"30894","1140344996997",23,3,314.9,-59.5,-75,-61,-60,-48,-57,-75,0,"23.0-3.0",315
"30895","1140344997753",23,3,314.9,-61,-74,-59,-65,-52,-59,-75,0,"23.0-3.0",315
"30896","1140345000029",23,3,314.9,-61,-75,-61,-58,-51,-58,-78,0,"23.0-3.0",315
"30897","1140345000281",23,3,314.9,-59,-71,-56,-59,-52,-60,-77,0,"23.0-3.0",315
"30898","1140345001037",23,3,314.9,-60,-76,-61,-59,-49,-59,-75,0,"23.0-3.0",315
"30899","1140345001289",23,3,314.9,-60,-74,-59,-54,-47,-56,-78,0,"23.0-3.0",315
"30900","1140345002553",23,3,314.9,-59,-75,-60,-59,-51,-55,-76,0,"23.0-3.0",315
"30901","1140345002805",23,3,314.9,-61,-75,-56,-53,-52,-56,-74,0,"23.0-3.0",315
"30902","1140345003561",23,3,314.9,-61,-76,-54,-59,-49,-59,-74,0,"23.0-3.0",315
"30903","1140345004065",23,3,314.9,-65,-76,-60,-58,-53,-56,-74,0,"23.0-3.0",315
"30904","1140345004569",23,3,314.9,-60,-75,-60,-58,-48,-60,-78,0,"23.0-3.0",315
"30905","1140345005325",23,3,314.9,-61,-76,-60,-59,-48,-60,-75,0,"23.0-3.0",315
"30906","1140345005833",23,3,314.9,-59.5,-75,-61,-59,-48,-58,-79,0,"23.0-3.0",315
"30907","1140345006589",23,3,314.9,-60,-75,-60,-59,-52,-55,-74,0,"23.0-3.0",315
"30908","1140345006841",23,3,314.9,-60,-75,-61,-57,-47,-59,-76,0,"23.0-3.0",315
"30909","1140345007597",23,3,314.9,-60,-79,-59,-59,-47,-58,-79,0,"23.0-3.0",315
"30910","1140345008101",23,3,314.9,-65,-75,-55,-59,-47,-55,-78,0,"23.0-3.0",315
"30911","1140345008353",23,3,314.9,-65,-72,-54,-58,-48,-58,-79,0,"23.0-3.0",315
"30912","1140345009365",23,3,314.9,-60,-74,-61,-58,-47,-58,-76,0,"23.0-3.0",315
"30913","1140345009617",23,3,314.9,-56,-75,-61,-58,-53,-57,-74,0,"23.0-3.0",315
"30914","1140345009869",23,3,314.9,-60,-75,-57,-53,-48,-60,-78,0,"23.0-3.0",315
"30915","1140345010376",23,3,314.9,-64,-73,-60,-58,-53,-60,-78,0,"23.0-3.0",315
"30916","1140345011133",23,3,314.9,-58.5,-74,-60,-58,-51,-60,-76,0,"23.0-3.0",315
"30917","1140345011389",23,3,314.9,-61,-75,-55,-59,-48,-58,-73,0,"23.0-3.0",315
"30918","1140345011893",23,3,314.9,-61,-74,-54,-59,-49,-57,-77,0,"23.0-3.0",315
"30919","1140345012401",23,3,314.9,-59,-75,-60,-59,-53,-58,-79,0,"23.0-3.0",315
"30920","1140345013914",23,3,314.9,-61,-74,-56,-58,-48,-61,-75,0,"23.0-3.0",315
"30921","1140345015430",23,3,314.9,-60,-75,-60,-60,-48,-57,-75,0,"23.0-3.0",315
"30922","1140345015934",23,3,314.9,-65,-74,-56,-58,-49,-61,-74,0,"23.0-3.0",315
"30923","1140345016186",23,3,314.9,-59,-73,-57,-59,-52,-58,-78,0,"23.0-3.0",315
"30924","1140345016438",23,3,314.9,-61,-75,-56,-58,-49,-58,-77,0,"23.0-3.0",315
"30925","1140345016690",23,3,314.9,-63,-74,-60,-58,-52,-57,-74,0,"23.0-3.0",315
"30926","1140345017194",23,3,314.9,-61,-75,-56,-59,-49,-59,-76,0,"23.0-3.0",315
"30927","1140345017446",23,3,314.9,-60,-74,-59,-59,-52,-61,-75,0,"23.0-3.0",315
"30928","1140345018710",23,3,314.9,-60,-76,-60,-58,-52,-59,-78,0,"23.0-3.0",315
"30929","1140345019466",23,3,314.9,-59,-72,-56,-59,-48,-56,-74,0,"23.0-3.0",315
"30930","1140345019718",23,3,314.9,-60,-75,-55,-58,-48,-59,-78,0,"23.0-3.0",315
"30931","1140345057884",24,3,359.9,-61,-72,-59,-56,-50,-56,-77,0,"24.0-3.0",0
"30932","1140345058388",24,3,359.9,-58,-77,-55,-55,-54,-57,-75,0,"24.0-3.0",0
"30933","1140345059900",24,3,359.9,-60,-79,-61,-55,-53,-54,-73,0,"24.0-3.0",0
"30934","1140345060152",24,3,359.9,-60,-79,-62,-56,-53,-59,-76,0,"24.0-3.0",0
"30935","1140345063357",24,3,359.9,-66,-81,-62,-56,-49,-60,-77,0,"24.0-3.0",0
"30936","1140345063609",24,3,359.9,-59,-81,-58,-56,-51,-59,-72,0,"24.0-3.0",0
"30937","1140345064113",24,3,359.9,-66,-78,-58,-55,-50,-60,-73,0,"24.0-3.0",0
"30938","1140345064365",24,3,359.9,-59,-82,-64,-55,-51,-60,-72,0,"24.0-3.0",0
"30939","1140345064617",24,3,359.9,-59,-77,-64,-55,-50,-54,-72,0,"24.0-3.0",0
"30940","1140345065121",24,3,359.9,-59,-77,-57,-55,-55,-60,-72,0,"24.0-3.0",0
"30941","1140345065877",24,3,359.9,-69,-81,-57,-55,-50,-55,-72,0,"24.0-3.0",0
"30942","1140345066129",24,3,359.9,-57,-83,-57,-55,-55,-59,-73,0,"24.0-3.0",0
"30943","1140345066885",24,3,359.9,-59,-78,-55,-55,-54,-59,-74,0,"24.0-3.0",0
"30944","1140345067641",24,3,359.9,-57,-76,-56,-56,-53,-59,-75,0,"24.0-3.0",0
"30945","1140345068145",24,3,359.9,-58,-78,-58,-54,-53,-60,-73,0,"24.0-3.0",0
"30946","1140345069153",24,3,359.9,-69,-78,-58,-55,-52,-58,-74,0,"24.0-3.0",0
"30947","1140345069405",24,3,359.9,-59,-79,-58,-54,-51,-60,-74,0,"24.0-3.0",0
"30948","1140345069913",24,3,359.9,-60,-78,-56,-56,-52,-60,-73,0,"24.0-3.0",0
"30949","1140345070165",24,3,359.9,-59,-77,-55,-56,-56,-57,-75,0,"24.0-3.0",0
"30950","1140345070417",24,3,359.9,-59,-78,-56,-58,-52,-60,-74,0,"24.0-3.0",0
"30951","1140345070669",24,3,359.9,-57,-80,-56,-56,-53,-54,-73,0,"24.0-3.0",0
"30952","1140345071929",24,3,359.9,-59,-81,-60,-55,-50,-58,-72,0,"24.0-3.0",0
"30953","1140345072433",24,3,359.9,-57,-78,-58,-54,-52,-58,-75,0,"24.0-3.0",0
"30954","1140345073453",24,3,359.9,-59,-79,-56,-55,-49,-58,-76,0,"24.0-3.0",0
"30955","1140345075217",24,3,359.9,-69,-80,-56,-55,-52,-60,-73,0,"24.0-3.0",0
"30956","1140345075973",24,3,359.9,-56,-79,-58,-55,-51,-60,-73,0,"24.0-3.0",0
"30957","1140345076986",24,3,359.9,-59,-83,-56,-55,-51,-57,-72,0,"24.0-3.0",0
"30958","1140345078258",24,3,359.9,-57,-79,-56,-56,-50,-54,-73,0,"24.0-3.0",0
"30959","1140345079014",24,3,359.9,-59,-79,-58,-56,-50,-57,-73,0,"24.0-3.0",0
"30960","1140345079266",24,3,359.9,-59,-79,-57,-54,-49,-60,-73,0,"24.0-3.0",0
"30961","1140345079775",24,3,359.9,-57,-83,-57,-55,-49,-60,-72,0,"24.0-3.0",0
"30962","1140345080030",24,3,359.9,-59,-82,-57,-54,-50,-57,-77,0,"24.0-3.0",0
"30963","1140345081038",24,3,359.9,-71,-84,-57,-54,-50,-60,-72,0,"24.0-3.0",0
"30964","1140345081542",24,3,359.9,-72,-79,-57,-55,-51,-60,-73,0,"24.0-3.0",0
"30965","1140345082298",24,3,359.9,-60,-79,-57,-52,-52,-58,-73,0,"24.0-3.0",0
"30966","1140345084074",24,3,359.9,-59.5,-79,-57,-54,-51,-58,-73,0,"24.0-3.0",0
"30967","1140345084326",24,3,359.9,-72,-79,-57,-55,-49,-54,-73,0,"24.0-3.0",0
"30968","1140345084830",24,3,359.9,-58,-81,-56,-52,-50,-59,-75,0,"24.0-3.0",0
"30969","1140345108605",24,3,45,-62,-73,-52,-52,-47,-61,-79,0,"24.0-3.0",45
"30970","1140345109112",24,3,45,-62,-77,-51,-53,-49,-61,-78,0,"24.0-3.0",45
"30971","1140345109616",24,3,45,-62,-75,-51,-53.5,-51,-62,-77,0,"24.0-3.0",45
"30972","1140345109868",24,3,45,-62,-74,-52,-54,-51,-68,-78,0,"24.0-3.0",45
"30973","1140345110876",24,3,45,-62,-75,-52,-54,-53,-59,-78,0,"24.0-3.0",45
"30974","1140345111128",24,3,45,-63,-76,-52,-54,-49,-58,-78,0,"24.0-3.0",45
"30975","1140345112136",24,3,45,-61,-76,-52,-53,-51,-61,-78,0,"24.0-3.0",45
"30976","1140345112388",24,3,45,-61,-78,-53,-54,-48,-57,-78,0,"24.0-3.0",45
"30977","1140345112640",24,3,45,-62,-78,-52,-58,-48,-61,-78,0,"24.0-3.0",45
"30978","1140345112892",24,3,45,-62,-76,-52,-53,-52,-61,-79,0,"24.0-3.0",45
"30979","1140345113900",24,3,45,-61,-75,-57,-55,-49,-58,-77,0,"24.0-3.0",45
"30980","1140345114152",24,3,45,-60,-76,-57,-54.5,-49,-59,-77,0,"24.0-3.0",45
"30981","1140345114692",24,3,45,-61,-75,-52,-54,-48,-68,-79,0,"24.0-3.0",45
"30982","1140345115448",24,3,45,-59,-76,-52,-54,-49,-61,-79,0,"24.0-3.0",45
"30983","1140345116208",24,3,45,-63,-75,-52,-55,-52,-60,-79,0,"24.0-3.0",45
"30984","1140345117468",24,3,45,-59,-75,-52,-54,-49,-57,-78,0,"24.0-3.0",45
"30985","1140345118224",24,3,45,-58,-76,-52,-53,-49,-68,-79,0,"24.0-3.0",45
"30986","1140345119236",24,3,45,-62,-76,-52,-53,-51,-61,-76,0,"24.0-3.0",45
"30987","1140345119740",24,3,45,-61,-78,-53,-56,-51,-58,-76,0,"24.0-3.0",45
"30988","1140345122012",24,3,45,-60,-76,-57,-55,-47,-59,-78,0,"24.0-3.0",45
"30989","1140345122264",24,3,45,-61,-76,-52,-54,-52,-59,-77,0,"24.0-3.0",45
"30990","1140345122516",24,3,45,-62,-75,-59,-55,-48,-59,-76,0,"24.0-3.0",45
"30991","1140345122768",24,3,45,-61,-73,-58,-54,-48,-58,-79,0,"24.0-3.0",45
"30992","1140345123020",24,3,45,-62,-76,-53,-55,-49,-67,-78,0,"24.0-3.0",45
"30993","1140345123272",24,3,45,-61,-76,-52,-55,-49,-61,-78,0,"24.0-3.0",45
"30994","1140345123776",24,3,45,-60,-75,-57,-55,-49,-59,-79,0,"24.0-3.0",45
"30995","1140345124532",24,3,45,-61,-77,-52,-55,-51,-60,-80,0,"24.0-3.0",45
"30996","1140345127813",24,3,45,-61,-75,-57,-55,-51,-60,-80,0,"24.0-3.0",45
"30997","1140345128317",24,3,45,-62,-76,-51,-54,-51,-61,-78,0,"24.0-3.0",45
"30998","1140345128569",24,3,45,-59,-75,-57,-55,-48,-59,-79,0,"24.0-3.0",45
"30999","1140345129829",24,3,45,-62,-75,-52,-54,-51,-59,-78,0,"24.0-3.0",45
"31000","1140345130585",24,3,45,-62.5,-76,-57,-54,-49,-56,-78,0,"24.0-3.0",45
"31001","1140345131089",24,3,45,-63,-76,-51,-53,-51,-67,-80,0,"24.0-3.0",45
"31002","1140345131341",24,3,45,-62,-75,-51,-53,-48,-61,-79,0,"24.0-3.0",45
"31003","1140345131845",24,3,45,-61.5,-76,-52,-60,-52,-61,-78,0,"24.0-3.0",45
"31004","1140345132349",24,3,45,-62,-78,-57,-53,-49,-60,-76,0,"24.0-3.0",45
"31005","1140345132601",24,3,45,-62.5,-76,-59,-54,-48.5,-69,-77,0,"24.0-3.0",45
"31006","1140345132853",24,3,45,-62,-74,-58,-54,-49,-68,-79,0,"24.0-3.0",45
"31007","1140345133357",24,3,45,-62,-75,-56,-53,-49,-61,-79,0,"24.0-3.0",45
"31008","1140345134633",24,3,45,-58,-76,-52,-54,-51,-61,-78,0,"24.0-3.0",45
"31009","1140345135641",24,3,45,-61,-76,-52,-55,-49,-59.5,-78,0,"24.0-3.0",45
"31010","1140345151794",24,3,90,-66,-77,-62,-57,-50,-68,-80,0,"24.0-3.0",90
"31011","1140345152298",24,3,90,-66,-79,-60,-58,-46,-68,-80,0,"24.0-3.0",90
"31012","1140345152550",24,3,90,-68,-78,-61,-54,-46,-69,-78,0,"24.0-3.0",90
"31013","1140345152802",24,3,90,-68,-78,-62,-54,-44,-77,-80,0,"24.0-3.0",90
"31014","1140345157111",24,3,90,-66,-79,-55,-54,-45,-63.5,-80,0,"24.0-3.0",90
"31015","1140345158119",24,3,90,-66,-78,-63,-53,-45,-63,-80,0,"24.0-3.0",90
"31016","1140345158875",24,3,90,-66,-77,-55,-54,-45,-64,-80,0,"24.0-3.0",90
"31017","1140345159127",24,3,90,-66,-79,-55,-59,-45,-63,-79,0,"24.0-3.0",90
"31018","1140345160135",24,3,90,-67,-79,-55,-54,-47,-63,-79,0,"24.0-3.0",90
"31019","1140345161143",24,3,90,-63,-77,-56,-57,-44,-64,-81,0,"24.0-3.0",90
"31020","1140345161899",24,3,90,-63,-78,-57,-54,-45,-63,-77,0,"24.0-3.0",90
"31021","1140345164167",24,3,90,-63,-78,-62,-55,-47,-64,-80,0,"24.0-3.0",90
"31022","1140345165679",24,3,90,-66,-80,-55,-59,-45,-63,-79,0,"24.0-3.0",90
"31023","1140345166435",24,3,90,-66,-78,-62,-54,-46,-65,-80,0,"24.0-3.0",90
"31024","1140345166687",24,3,90,-66,-79,-61,-53,-45,-65,-80,0,"24.0-3.0",90
"31025","1140345168207",24,3,90,-67,-80,-61,-53,-46,-63,-79,0,"24.0-3.0",90
"31026","1140345168459",24,3,90,-62,-79,-57,-52,-46,-63,-79,0,"24.0-3.0",90
"31027","1140345171995",24,3,90,-66,-78,-55,-52,-45,-63,-79,0,"24.0-3.0",90
"31028","1140345172247",24,3,90,-62,-79,-56,-52,-46,-64,-80,0,"24.0-3.0",90
"31029","1140345172499",24,3,90,-61,-79,-61,-53,-46,-64,-79,0,"24.0-3.0",90
"31030","1140345172751",24,3,90,-64,-79,-61,-53,-45,-61,-79,0,"24.0-3.0",90
"31031","1140345173004",24,3,90,-67,-79,-62,-53,-47,-63,-78,0,"24.0-3.0",90
"31032","1140345173256",24,3,90,-66,-79,-55,-54,-46,-65,-79,0,"24.0-3.0",90
"31033","1140345174012",24,3,90,-67,-79,-56,-54,-47,-79,-80,0,"24.0-3.0",90
"31034","1140345174516",24,3,90,-66,-79,-55,-53,-46,-65,-80,0,"24.0-3.0",90
"31035","1140345175020",24,3,90,-63,-79,-57,-54,-46,-65,-80,0,"24.0-3.0",90
"31036","1140345176028",24,3,90,-64,-79,-57,-54,-45,-61,-79,0,"24.0-3.0",90
"31037","1140345176784",24,3,90,-66.5,-79,-56,-54,-46,-64,-79,0,"24.0-3.0",90
"31038","1140345177288",24,3,90,-66,-79,-56,-53,-47,-62,-78,0,"24.0-3.0",90
"31039","1140345177796",24,3,90,-64,-80,-56,-58,-46,-61,-80,0,"24.0-3.0",90
"31040","1140345178048",24,3,90,-65,-81,-61,-53,-46,-65,-81,0,"24.0-3.0",90
"31041","1140345178300",24,3,90,-61,-79,-63,-53,-46.5,-64,-80,0,"24.0-3.0",90
"31042","1140345178552",24,3,90,-65,-80,-63,-57,-46,-64,-79,0,"24.0-3.0",90
"31043","1140345179056",24,3,90,-66,-79,-56,-52,-45,-63,-79,0,"24.0-3.0",90
"31044","1140345179308",24,3,90,-66,-79,-61,-54,-46,-63,-81,0,"24.0-3.0",90
"31045","1140345193377",24,3,135.4,-67,-80,-57,-55,-48,-63,-81,0,"24.0-3.0",135
"31046","1140345194141",24,3,135.4,-69,-79,-54,-51,-49,-67.6666666666667,-79,0,"24.0-3.0",135
"31047","1140345194393",24,3,135.4,-68,-79,-55,-54,-45,-62,-81,0,"24.0-3.0",135
"31048","1140345194897",24,3,135.4,-68,-79,-55,-54,-46,-57,-80,0,"24.0-3.0",135
"31049","1140345196157",24,3,135.4,-67,-78,-55,-54,-47,-61,-80,0,"24.0-3.0",135
"31050","1140345196661",24,3,135.4,-68,-79,-56,-53.5,-46,-58,-87,0,"24.0-3.0",135
"31051","1140345196913",24,3,135.4,-67,-78,-55,-54,-48,-62,-86,0,"24.0-3.0",135
"31052","1140345197165",24,3,135.4,-68,-79,-55,-52,-48,-62,-81,0,"24.0-3.0",135
"31053","1140345197669",24,3,135.4,-68,-79,-56,-51,-48,-68,-84,0,"24.0-3.0",135
"31054","1140345197921",24,3,135.4,-68,-79,-55,-54,-47,-62,-81,0,"24.0-3.0",135
"31055","1140345198173",24,3,135.4,-67,-79,-56,-54,-48,-61,-80,0,"24.0-3.0",135
"31056","1140345198677",24,3,135.4,-68,-79,-55,-54,-47,-60,-81,0,"24.0-3.0",135
"31057","1140345198929",24,3,135.4,-68,-79.5,-55,-53.5,-46,-57,-81,0,"24.0-3.0",135
"31058","1140345199441",24,3,135.4,-66,-79,-55,-54,-48,-63.6666666666667,-81,0,"24.0-3.0",135
"31059","1140345199693",24,3,135.4,-67,-79,-56,-54,-47,-76,-80,0,"24.0-3.0",135
"31060","1140345199945",24,3,135.4,-67,-80,-55,-55,-46,-61,-85,0,"24.0-3.0",135
"31061","1140345200449",24,3,135.4,-69,-78,-55,-55,-47,-61,-80,0,"24.0-3.0",135
"31062","1140345201457",24,3,135.4,-70,-78,-56,-56,-49,-62,-81,0,"24.0-3.0",135
"31063","1140345202213",24,3,135.4,-69,-79,-56,-55,-46,-58,-81,0,"24.0-3.0",135
"31064","1140345202465",24,3,135.4,-68,-78,-55,-55,-46,-63,-80,0,"24.0-3.0",135
"31065","1140345203221",24,3,135.4,-68,-79,-56,-56,-47,-58,-85,0,"24.0-3.0",135
"31066","1140345203473",24,3,135.4,-65.5,-78,-56,-55,-48,-61,-81,0,"24.0-3.0",135
"31067","1140345203977",24,3,135.4,-67.5,-79,-55,-55,-45,-62,-82,0,"24.0-3.0",135
"31068","1140345204229",24,3,135.4,-70,-80,-55,-55,-46,-64,-81,0,"24.0-3.0",135
"31069","1140345205238",24,3,135.4,-68,-79,-57,-54.5,-47,-59,-85,0,"24.0-3.0",135
"31070","1140345205489",24,3,135.4,-68,-80,-56,-54,-47,-62,-86,0,"24.0-3.0",135
"31071","1140345206250",24,3,135.4,-66,-78,-56,-55,-47,-61,-82,0,"24.0-3.0",135
"31072","1140345206754",24,3,135.4,-67,-78,-57,-55,-47,-58,-80,0,"24.0-3.0",135
"31073","1140345207006",24,3,135.4,-67,-78,-56,-55,-49,-61,-80,0,"24.0-3.0",135
"31074","1140345207510",24,3,135.4,-68,-79,-55,-56,-46,-61,-80,0,"24.0-3.0",135
"31075","1140345207762",24,3,135.4,-67,-84,-56,-55,-50,-62,-85,0,"24.0-3.0",135
"31076","1140345209274",24,3,135.4,-69,-79,-56,-55,-46,-61,-83,0,"24.0-3.0",135
"31077","1140345210534",24,3,135.4,-68,-79,-55,-56,-47,-62,-82,0,"24.0-3.0",135
"31078","1140345211038",24,3,135.4,-68,-80,-57,-56,-47,-68.5,-80,0,"24.0-3.0",135
"31079","1140345211542",24,3,135.4,-64,-79,-57,-55,-47,-61,-80,0,"24.0-3.0",135
"31080","1140345212050",24,3,135.4,-67,-80,-55,-55,-46,-61,-84,0,"24.0-3.0",135
"31081","1140345212302",24,3,135.4,-67,-80,-55,-55,-51,-62,-80,0,"24.0-3.0",135
"31082","1140345213318",24,3,135.4,-61,-78,-57,-54,-50,-57,-81,0,"24.0-3.0",135
"31083","1140345215082",24,3,135.4,-68,-79.5,-55,-55,-46,-61,-83,0,"24.0-3.0",135
"31084","1140345215586",24,3,135.4,-68,-79,-57,-56,-46,-62,-82,0,"24.0-3.0",135
"31085","1140345216090",24,3,135.4,-65,-80,-57,-55,-46,-61,-80,0,"24.0-3.0",135
"31086","1140345217602",24,3,135.4,-67,-79,-57,-54,-50,-69,-82,0,"24.0-3.0",135
"31087","1140345218358",24,3,135.4,-68,-79,-55,-56,-47,-64,-83,0,"24.0-3.0",135
"31088","1140345219618",24,3,135.4,-69,-79,-54,-55,-47,-61,-81,0,"24.0-3.0",135
"31089","1140345220123",24,3,135.4,-68,-79,-55,-55,-47,-66.25,-83,0,"24.0-3.0",135
"31090","1140345220626",24,3,135.4,-67,-80,-56,-55,-47,-61,-80,0,"24.0-3.0",135
"31091","1140345250644",24,3,180.7,-62,-74,-52,-57,-44,-62,-77,0,"24.0-3.0",180
"31092","1140345251401",24,3,180.7,-61,-74,-53,-57,-43,-65.3333333333333,-78,0,"24.0-3.0",180
"31093","1140345252409",24,3,180.7,-61,-74,-52,-56,-43,-60,-80,0,"24.0-3.0",180
"31094","1140345253164",24,3,180.7,-59,-73,-52,-57,-44,-65,-79,0,"24.0-3.0",180
"31095","1140345253669",24,3,180.7,-62,-74,-52,-56,-42,-65,-79,0,"24.0-3.0",180
"31096","1140345254677",24,3,180.7,-68,-73,-52,-54,-44,-65,-81,0,"24.0-3.0",180
"31097","1140345254929",24,3,180.7,-60,-72.5,-53,-55,-44,-65,-81,0,"24.0-3.0",180
"31098","1140345255433",24,3,180.7,-61,-73,-52,-54,-42,-61,-80,0,"24.0-3.0",180
"31099","1140345256701",24,3,180.7,-61,-74,-53,-56,-44,-66,-77,0,"24.0-3.0",180
"31100","1140345257457",24,3,180.7,-62,-74,-52,-53,-42,-63,-77,0,"24.0-3.0",180
"31101","1140345257961",24,3,180.7,-61,-73,-53,-56,-44,-66,-76,0,"24.0-3.0",180
"31102","1140345258213",24,3,180.7,-61,-72,-53,-55,-44,-64,-77,0,"24.0-3.0",180
"31103","1140345258969",24,3,180.7,-62,-72,-52,-56,-43,-65,-80,0,"24.0-3.0",180
"31104","1140345259221",24,3,180.7,-66,-73,-53,-55,-44,-64,-79,0,"24.0-3.0",180
"31105","1140345259725",24,3,180.7,-67,-74,-53,-56,-43,-65,-77,0,"24.0-3.0",180
"31106","1140345259977",24,3,180.7,-62,-74,-53,-55,-43,-63,-78,0,"24.0-3.0",180
"31107","1140345260229",24,3,180.7,-62,-73,-52,-55,-44,-60,-78,0,"24.0-3.0",180
"31108","1140345260481",24,3,180.7,-61,-70.5,-52,-56,-45,-62,-78,0,"24.0-3.0",180
"31109","1140345260985",24,3,180.7,-63,-73,-51,-56,-45,-65,-81,0,"24.0-3.0",180
"31110","1140345261993",24,3,180.7,-63,-73,-54,-55,-66,-66,-79,0,"24.0-3.0",180
"31111","1140345263761",24,3,180.7,-60,-72,-53,-57,-44,-66,-77,0,"24.0-3.0",180
"31112","1140345264013",24,3,180.7,-62,-67,-54,-54,-45,-66,-79,0,"24.0-3.0",180
